Plot Title: Hub B,,
#,"Date Time, GMT-08:00","Current, A (LGR S/N: 10459718, SEN S/N: 10282958, LBL: Test-Workstation-power-A)"
2190,3/4/22 14:26:32,0
2191,3/4/22 14:26:33,1.02105
2192,3/4/22 14:26:34,0
2193,3/4/22 14:26:35,0
2194,3/4/22 14:26:36,0.42794
2195,3/4/22 14:26:37,0.88122
2196,3/4/22 14:26:38,0
2197,3/4/22 14:26:39,0.42606
2198,3/4/22 14:26:40,0
2199,3/4/22 14:26:41,0.42137
2200,3/4/22 14:26:42,0
2201,3/4/22 14:26:43,0.87841
2202,3/4/22 14:26:44,0
2203,3/4/22 14:26:45,0.42043
2204,3/4/22 14:26:46,0.43169
2205,3/4/22 14:26:47,0
2206,3/4/22 14:26:48,0.43263
2207,3/4/22 14:26:49,0.42231
2208,3/4/22 14:26:50,0
2209,3/4/22 14:26:51,0
2210,3/4/22 14:26:52,0.87934
2211,3/4/22 14:26:53,0.8831
2212,3/4/22 14:26:54,0
2213,3/4/22 14:26:55,0.41949
2214,3/4/22 14:26:56,0
2215,3/4/22 14:26:57,0.88122
2216,3/4/22 14:26:58,0
2217,3/4/22 14:26:59,1.02481
2218,3/4/22 14:27:00,0
2219,3/4/22 14:27:01,0
2220,3/4/22 14:27:02,0.87841
2221,3/4/22 14:27:03,0.33691
2222,3/4/22 14:27:04,0
2223,3/4/22 14:27:05,0.42043
2224,3/4/22 14:27:06,0
2225,3/4/22 14:27:07,0.88028
2226,3/4/22 14:27:08,0
2227,3/4/22 14:27:09,0.42513
2228,3/4/22 14:27:10,0.8709
2229,3/4/22 14:27:11,0
2230,3/4/22 14:27:12,0.44389
2231,3/4/22 14:27:13,0.87653
2232,3/4/22 14:27:14,0
2233,3/4/22 14:27:15,0
2234,3/4/22 14:27:16,1.02574
2235,3/4/22 14:27:17,0
2236,3/4/22 14:27:18,0
2237,3/4/22 14:27:19,0.86996
2238,3/4/22 14:27:20,0.38383
2239,3/4/22 14:27:21,0
2240,3/4/22 14:27:22,0
2241,3/4/22 14:27:23,1.02199
2242,3/4/22 14:27:24,0
2243,3/4/22 14:27:25,0
2244,3/4/22 14:27:26,1.02481
2245,3/4/22 14:27:27,0
2246,3/4/22 14:27:28,0
2247,3/4/22 14:27:29,0.8587
2248,3/4/22 14:27:30,0.40166
2249,3/4/22 14:27:31,0
2250,3/4/22 14:27:32,0
2251,3/4/22 14:27:33,1.01824
2252,3/4/22 14:27:34,0
2253,3/4/22 14:27:35,0
2254,3/4/22 14:27:36,0.85494
2255,3/4/22 14:27:37,0.8587
2256,3/4/22 14:27:38,0
2257,3/4/22 14:27:39,0.46736
2258,3/4/22 14:27:40,0.85964
2259,3/4/22 14:27:41,0
2260,3/4/22 14:27:42,0
2261,3/4/22 14:27:43,1.02199
2262,3/4/22 14:27:44,0
2263,3/4/22 14:27:45,0
2264,3/4/22 14:27:46,0.84837
2265,3/4/22 14:27:47,0.85494
2266,3/4/22 14:27:48,0
2267,3/4/22 14:27:49,0.48143
2268,3/4/22 14:27:50,0.84931
2269,3/4/22 14:27:51,0
2270,3/4/22 14:27:52,0.48988
2271,3/4/22 14:27:53,0
2272,3/4/22 14:27:54,0
2273,3/4/22 14:27:55,0.84931
2274,3/4/22 14:27:56,0.4148
2275,3/4/22 14:27:57,0.84931
2276,3/4/22 14:27:58,0
2277,3/4/22 14:27:59,0
2278,3/4/22 14:28:00,1.02199
2279,3/4/22 14:28:01,0
2280,3/4/22 14:28:02,0
2281,3/4/22 14:28:03,0.49739
2282,3/4/22 14:28:04,0.83899
2283,3/4/22 14:28:05,0
2284,3/4/22 14:28:06,0.51334
2285,3/4/22 14:28:07,0.84274
2286,3/4/22 14:28:08,0
2287,3/4/22 14:28:09,0
2288,3/4/22 14:28:10,1.02199
2289,3/4/22 14:28:11,0
2290,3/4/22 14:28:12,0
2291,3/4/22 14:28:13,0.83148
2292,3/4/22 14:28:14,0
2293,3/4/22 14:28:15,0.82491
2294,3/4/22 14:28:16,0.49176
2295,3/4/22 14:28:17,0
2296,3/4/22 14:28:18,0.56402
2297,3/4/22 14:28:19,0.55839
2298,3/4/22 14:28:20,0
2299,3/4/22 14:28:21,0.56683
2300,3/4/22 14:28:22,0
2301,3/4/22 14:28:23,0.80239
2302,3/4/22 14:28:24,0.59874
2303,3/4/22 14:28:25,0
2304,3/4/22 14:28:26,0.6025
2305,3/4/22 14:28:27,0.78831
2306,3/4/22 14:28:28,0
2307,3/4/22 14:28:29,0
2308,3/4/22 14:28:30,0.77517
2309,3/4/22 14:28:31,0
2310,3/4/22 14:28:32,0.76485
2311,3/4/22 14:28:33,0.63534
2312,3/4/22 14:28:34,0
2313,3/4/22 14:28:35,0
2314,3/4/22 14:28:36,1.02011
2315,3/4/22 14:28:37,0
2316,3/4/22 14:28:38,0
2317,3/4/22 14:28:39,1.02481
2318,3/4/22 14:28:40,0
2319,3/4/22 14:28:41,0
2320,3/4/22 14:28:42,1.02481
2321,3/4/22 14:28:43,0
2322,3/4/22 14:28:44,0
2323,3/4/22 14:28:45,0.68508
2324,3/4/22 14:28:46,0
2325,3/4/22 14:28:47,0.73576
2326,3/4/22 14:28:48,0
2327,3/4/22 14:28:49,0.73294
2328,3/4/22 14:28:50,0.71793
2329,3/4/22 14:28:51,0
2330,3/4/22 14:28:52,0.71793
2331,3/4/22 14:28:53,0.7245
2332,3/4/22 14:28:54,0
2333,3/4/22 14:28:55,0
2334,3/4/22 14:28:56,1.02293
2335,3/4/22 14:28:57,0
2336,3/4/22 14:28:58,0
2337,3/4/22 14:28:59,0.71136
2338,3/4/22 14:29:00,0.7123
2339,3/4/22 14:29:01,0
2340,3/4/22 14:29:02,0.76016
2341,3/4/22 14:29:03,0.74796
2342,3/4/22 14:29:04,0
2343,3/4/22 14:29:05,0
2344,3/4/22 14:29:06,1.02574
2345,3/4/22 14:29:07,0
2346,3/4/22 14:29:08,0
2347,3/4/22 14:29:09,0.68883
2348,3/4/22 14:29:10,0.78925
2349,3/4/22 14:29:11,0
2350,3/4/22 14:29:12,0
2351,3/4/22 14:29:13,1.01918
2352,3/4/22 14:29:14,0
2353,3/4/22 14:29:15,0
2354,3/4/22 14:29:16,1.02199
2355,3/4/22 14:29:17,0
2356,3/4/22 14:29:18,0
2357,3/4/22 14:29:19,0.81459
2358,3/4/22 14:29:20,0.64848
2359,3/4/22 14:29:21,0
2360,3/4/22 14:29:22,0.8296
2361,3/4/22 14:29:23,0
2362,3/4/22 14:29:24,0.83054
2363,3/4/22 14:29:25,0
2364,3/4/22 14:29:26,0.63628
2365,3/4/22 14:29:27,0
2366,3/4/22 14:29:28,0.8418
2367,3/4/22 14:29:29,0.83711
2368,3/4/22 14:29:30,0
2369,3/4/22 14:29:31,0
2370,3/4/22 14:29:32,1.02574
2371,3/4/22 14:29:33,0
2372,3/4/22 14:29:34,0
2373,3/4/22 14:29:35,0.6269
2374,3/4/22 14:29:36,0.62127
2375,3/4/22 14:29:37,0
2376,3/4/22 14:29:38,0.85776
2377,3/4/22 14:29:39,0.61751
2378,3/4/22 14:29:40,0
2379,3/4/22 14:29:41,0
2380,3/4/22 14:29:42,1.02574
2381,3/4/22 14:29:43,0
2382,3/4/22 14:29:44,0
2383,3/4/22 14:29:45,0.60531
2384,3/4/22 14:29:46,0.88497
2385,3/4/22 14:29:47,0
2386,3/4/22 14:29:48,0
2387,3/4/22 14:29:49,1.01918
2388,3/4/22 14:29:50,0
2389,3/4/22 14:29:51,0
2390,3/4/22 14:29:52,0.58467
2391,3/4/22 14:29:53,0.58748
2392,3/4/22 14:29:54,0
2393,3/4/22 14:29:55,0.89811
2394,3/4/22 14:29:56,0.58373
2395,3/4/22 14:29:57,0
2396,3/4/22 14:29:58,0
2397,3/4/22 14:29:59,1.02293
2398,3/4/22 14:30:00,0
2399,3/4/22 14:30:01,0
2400,3/4/22 14:30:02,0.57622
2401,3/4/22 14:30:03,0.89811
2402,3/4/22 14:30:04,0
2403,3/4/22 14:30:05,0.89342
2404,3/4/22 14:30:06,0
2405,3/4/22 14:30:07,0.58185
2406,3/4/22 14:30:08,0
2407,3/4/22 14:30:09,1.02574
2408,3/4/22 14:30:10,0
2409,3/4/22 14:30:11,0
2410,3/4/22 14:30:12,0.57997
2411,3/4/22 14:30:13,0.89624
2412,3/4/22 14:30:14,0
2413,3/4/22 14:30:15,0
2414,3/4/22 14:30:16,1.01824
2415,3/4/22 14:30:17,0
2416,3/4/22 14:30:18,0
2417,3/4/22 14:30:19,0.89999
2418,3/4/22 14:30:20,0.57059
2419,3/4/22 14:30:21,0
2420,3/4/22 14:30:22,0.91031
2421,3/4/22 14:30:23,0.90656
2422,3/4/22 14:30:24,0
2423,3/4/22 14:30:25,0
2424,3/4/22 14:30:26,1.02105
2425,3/4/22 14:30:27,0
2426,3/4/22 14:30:28,0
2427,3/4/22 14:30:29,1.02199
2428,3/4/22 14:30:30,0
2429,3/4/22 14:30:31,0
2430,3/4/22 14:30:32,0.93471
2431,3/4/22 14:30:33,0.53399
2432,3/4/22 14:30:34,0
2433,3/4/22 14:30:35,0
2434,3/4/22 14:30:36,0.52179
2435,3/4/22 14:30:37,0.93941
2436,3/4/22 14:30:38,0
2437,3/4/22 14:30:39,0.51334
2438,3/4/22 14:30:40,0.50677
2439,3/4/22 14:30:41,0
2440,3/4/22 14:30:42,0
2441,3/4/22 14:30:43,1.02293
2442,3/4/22 14:30:44,0
2443,3/4/22 14:30:45,0
2444,3/4/22 14:30:46,1.02481
2445,3/4/22 14:30:47,0
2446,3/4/22 14:30:48,0
2447,3/4/22 14:30:49,0.48331
2448,3/4/22 14:30:50,0.96944
2449,3/4/22 14:30:51,0
2450,3/4/22 14:30:52,0.96287
2451,3/4/22 14:30:53,0
2452,3/4/22 14:30:54,0.97225
2453,3/4/22 14:30:55,0
2454,3/4/22 14:30:56,1.02293
2455,3/4/22 14:30:57,0
2456,3/4/22 14:30:58,0
2457,3/4/22 14:30:59,0.97601
2458,3/4/22 14:31:00,0.45328
2459,3/4/22 14:31:01,0
2460,3/4/22 14:31:02,0
2461,3/4/22 14:31:03,1.02293
2462,3/4/22 14:31:04,0
2463,3/4/22 14:31:05,0
2464,3/4/22 14:31:06,0.43826
2465,3/4/22 14:31:07,0
2466,3/4/22 14:31:08,0.9807
2467,3/4/22 14:31:09,0.43545
2468,3/4/22 14:31:10,0
2469,3/4/22 14:31:11,0.98445
2470,3/4/22 14:31:12,0
2471,3/4/22 14:31:13,0.42419
2472,3/4/22 14:31:14,0
2473,3/4/22 14:31:15,0.42137
2474,3/4/22 14:31:16,0.41762
2475,3/4/22 14:31:17,0
2476,3/4/22 14:31:18,0.98539
2477,3/4/22 14:31:19,0.40729
2478,3/4/22 14:31:20,0
2479,3/4/22 14:31:21,0.99102
2480,3/4/22 14:31:22,0
2481,3/4/22 14:31:23,0.98445
2482,3/4/22 14:31:24,0
2483,3/4/22 14:31:25,0.39979
2484,3/4/22 14:31:26,0.9929
2485,3/4/22 14:31:27,0
2486,3/4/22 14:31:28,0
2487,3/4/22 14:31:29,1.02011
2488,3/4/22 14:31:30,0
2489,3/4/22 14:31:31,0
2490,3/4/22 14:31:32,0.39416
2491,3/4/22 14:31:33,0.99008
2492,3/4/22 14:31:34,0
2493,3/4/22 14:31:35,0.99384
2494,3/4/22 14:31:36,0.39322
2495,3/4/22 14:31:37,0
2496,3/4/22 14:31:38,0.99196
2497,3/4/22 14:31:39,0
2498,3/4/22 14:31:40,0.39228
2499,3/4/22 14:31:41,0
2500,3/4/22 14:31:42,0.39134
2501,3/4/22 14:31:43,0.39416
2502,3/4/22 14:31:44,0
2503,3/4/22 14:31:45,0.99196
2504,3/4/22 14:31:46,0.38571
2505,3/4/22 14:31:47,0
2506,3/4/22 14:31:48,0
2507,3/4/22 14:31:49,1.02668
2508,3/4/22 14:31:50,0
2509,3/4/22 14:31:51,0
2510,3/4/22 14:31:52,0.37914
2511,3/4/22 14:31:53,0.99759
2512,3/4/22 14:31:54,0
2513,3/4/22 14:31:55,0
2514,3/4/22 14:31:56,1.02293
2515,3/4/22 14:31:57,0
2516,3/4/22 14:31:58,0
2517,3/4/22 14:31:59,1.02387
2518,3/4/22 14:32:00,0
2519,3/4/22 14:32:01,0
2520,3/4/22 14:32:02,1.00041
2521,3/4/22 14:32:03,0.36976
2522,3/4/22 14:32:04,0
2523,3/4/22 14:32:05,0
2524,3/4/22 14:32:06,1.02293
2525,3/4/22 14:32:07,0
2526,3/4/22 14:32:08,0
2527,3/4/22 14:32:09,0.36319
2528,3/4/22 14:32:10,0.35662
2529,3/4/22 14:32:11,0
2530,3/4/22 14:32:12,1.00134
2531,3/4/22 14:32:13,0
2532,3/4/22 14:32:14,0.35474
2533,3/4/22 14:32:15,1.00134
2534,3/4/22 14:32:16,0
2535,3/4/22 14:32:17,0
2536,3/4/22 14:32:18,0.35099
2537,3/4/22 14:32:19,1.00041
2538,3/4/22 14:32:20,0
2539,3/4/22 14:32:21,0
2540,3/4/22 14:32:22,1.01918
2541,3/4/22 14:32:23,0
2542,3/4/22 14:32:24,0
2543,3/4/22 14:32:25,1.00416
2544,3/4/22 14:32:26,0.3416
2545,3/4/22 14:32:27,0
2546,3/4/22 14:32:28,1.00228
2547,3/4/22 14:32:29,0.34817
2548,3/4/22 14:32:30,0
2549,3/4/22 14:32:31,0
2550,3/4/22 14:32:32,1.02011
2551,3/4/22 14:32:33,0
2552,3/4/22 14:32:34,0
2553,3/4/22 14:32:35,1.02387
2554,3/4/22 14:32:36,0
2555,3/4/22 14:32:37,0
2556,3/4/22 14:32:38,1.00322
2557,3/4/22 14:32:39,0
2558,3/4/22 14:32:40,0.33785
2559,3/4/22 14:32:41,0
2560,3/4/22 14:32:42,0.33503
2561,3/4/22 14:32:43,1.00041
2562,3/4/22 14:32:44,0
2563,3/4/22 14:32:45,1.00041
2564,3/4/22 14:32:46,0.33222
2565,3/4/22 14:32:47,0
2566,3/4/22 14:32:48,0
2567,3/4/22 14:32:49,1.02105
2568,3/4/22 14:32:50,0
2569,3/4/22 14:32:51,0
2570,3/4/22 14:32:52,1.00228
2571,3/4/22 14:32:53,0.33409
2572,3/4/22 14:32:54,0
2573,3/4/22 14:32:55,1.00134
2574,3/4/22 14:32:56,0.33128
2575,3/4/22 14:32:57,0
2576,3/4/22 14:32:58,0
2577,3/4/22 14:32:59,1.01918
2578,3/4/22 14:33:00,0
2579,3/4/22 14:33:01,0
2580,3/4/22 14:33:02,1.00604
2581,3/4/22 14:33:03,0.32846
2582,3/4/22 14:33:04,0
2583,3/4/22 14:33:05,1.00604
2584,3/4/22 14:33:06,1.0051
2585,3/4/22 14:33:07,0
2586,3/4/22 14:33:08,0
2587,3/4/22 14:33:09,0.32283
2588,3/4/22 14:33:10,1.00698
2589,3/4/22 14:33:11,0
2590,3/4/22 14:33:12,1.00228
2591,3/4/22 14:33:13,0.31814
2592,3/4/22 14:33:14,0
2593,3/4/22 14:33:15,1.00698
2594,3/4/22 14:33:16,0
2595,3/4/22 14:33:17,0.31626
2596,3/4/22 14:33:18,0
2597,3/4/22 14:33:19,1.0051
2598,3/4/22 14:33:20,0.30969
2599,3/4/22 14:33:21,0
2600,3/4/22 14:33:22,1.00604
2601,3/4/22 14:33:23,1.00698
2602,3/4/22 14:33:24,0
2603,3/4/22 14:33:25,0
2604,3/4/22 14:33:26,1.02199
2605,3/4/22 14:33:27,0
2606,3/4/22 14:33:28,0
2607,3/4/22 14:33:29,1.00604
2608,3/4/22 14:33:30,0
2609,3/4/22 14:33:31,0
2610,3/4/22 14:33:32,1.00885
2611,3/4/22 14:33:33,0.305
2612,3/4/22 14:33:34,0
2613,3/4/22 14:33:35,0
2614,3/4/22 14:33:36,1.02293
2615,3/4/22 14:33:37,0
2616,3/4/22 14:33:38,0
2617,3/4/22 14:33:39,1.00698
2618,3/4/22 14:33:40,0
2619,3/4/22 14:33:41,0
2620,3/4/22 14:33:42,1.01073
2621,3/4/22 14:33:43,0
2622,3/4/22 14:33:44,0
2623,3/4/22 14:33:45,0
2624,3/4/22 14:33:46,0
2625,3/4/22 14:33:47,0
2626,3/4/22 14:33:48,1.00698
2627,3/4/22 14:33:49,0
2628,3/4/22 14:33:50,0
2629,3/4/22 14:33:51,1.00791
2630,3/4/22 14:33:52,1.00791
2631,3/4/22 14:33:53,0
2632,3/4/22 14:33:54,0
2633,3/4/22 14:33:55,1.02199
2634,3/4/22 14:33:56,0
2635,3/4/22 14:33:57,0
2636,3/4/22 14:33:58,0
2637,3/4/22 14:33:59,1.00791
2638,3/4/22 14:34:00,0
2639,3/4/22 14:34:01,0
2640,3/4/22 14:34:02,1.01824
2641,3/4/22 14:34:03,0
2642,3/4/22 14:34:04,0
2643,3/4/22 14:34:05,0.30406
2644,3/4/22 14:34:06,1.00134
2645,3/4/22 14:34:07,0.30125
2646,3/4/22 14:34:08,0
2647,3/4/22 14:34:09,1.00698
2648,3/4/22 14:34:10,0
2649,3/4/22 14:34:11,0
2650,3/4/22 14:34:12,0
2651,3/4/22 14:34:13,0.31345
2652,3/4/22 14:34:14,0
2653,3/4/22 14:34:15,1.00322
2654,3/4/22 14:34:16,0.31345
2655,3/4/22 14:34:17,0
2656,3/4/22 14:34:18,1.00604
2657,3/4/22 14:34:19,1.00322
2658,3/4/22 14:34:20,0
2659,3/4/22 14:34:21,0
2660,3/4/22 14:34:22,0.31908
2661,3/4/22 14:34:23,1.00322
2662,3/4/22 14:34:24,0
2663,3/4/22 14:34:25,1.00134
2664,3/4/22 14:34:26,0.32283
2665,3/4/22 14:34:27,0
2666,3/4/22 14:34:28,0
2667,3/4/22 14:34:29,1.02011
2668,3/4/22 14:34:30,0
2669,3/4/22 14:34:31,1.00228
2670,3/4/22 14:34:32,0
2671,3/4/22 14:34:33,0.99571
2672,3/4/22 14:34:34,0
2673,3/4/22 14:34:35,1.00041
2674,3/4/22 14:34:36,1.00134
2675,3/4/22 14:34:37,0
2676,3/4/22 14:34:38,0
2677,3/4/22 14:34:39,1.00041
2678,3/4/22 14:34:40,0.33597
2679,3/4/22 14:34:41,0
2680,3/4/22 14:34:42,0.99947
2681,3/4/22 14:34:43,0.34066
2682,3/4/22 14:34:44,0
2683,3/4/22 14:34:45,1.00134
2684,3/4/22 14:34:46,1.00041
2685,3/4/22 14:34:47,0
2686,3/4/22 14:34:48,0
2687,3/4/22 14:34:49,0.99665
2688,3/4/22 14:34:50,0.34254
2689,3/4/22 14:34:51,0
2690,3/4/22 14:34:52,0.99665
2691,3/4/22 14:34:53,0.34629
2692,3/4/22 14:34:54,0
2693,3/4/22 14:34:55,0
2694,3/4/22 14:34:56,0.34536
2695,3/4/22 14:34:57,0.34629
2696,3/4/22 14:34:58,0
2697,3/4/22 14:34:59,0.99759
2698,3/4/22 14:35:00,0.34723
2699,3/4/22 14:35:01,0
2700,3/4/22 14:35:02,0.99759
2701,3/4/22 14:35:03,0
2702,3/4/22 14:35:04,0.34911
2703,3/4/22 14:35:05,0
2704,3/4/22 14:35:06,0.35005
2705,3/4/22 14:35:07,0.35474
2706,3/4/22 14:35:08,0
2707,3/4/22 14:35:09,0.99478
2708,3/4/22 14:35:10,0.35286
2709,3/4/22 14:35:11,0
2710,3/4/22 14:35:12,0.99759
2711,3/4/22 14:35:13,0.99665
2712,3/4/22 14:35:14,0
2713,3/4/22 14:35:15,0
2714,3/4/22 14:35:16,0.36319
2715,3/4/22 14:35:17,0.99571
2716,3/4/22 14:35:18,0
2717,3/4/22 14:35:19,0
2718,3/4/22 14:35:20,1.01636
2719,3/4/22 14:35:21,0
2720,3/4/22 14:35:22,0.99571
2721,3/4/22 14:35:23,0
2722,3/4/22 14:35:24,0.36976
2723,3/4/22 14:35:25,0
2724,3/4/22 14:35:26,0.9929
2725,3/4/22 14:35:27,0.37163
2726,3/4/22 14:35:28,0
2727,3/4/22 14:35:29,0.99196
2728,3/4/22 14:35:30,0.366
2729,3/4/22 14:35:31,0
2730,3/4/22 14:35:32,0
2731,3/4/22 14:35:33,1.01824
2732,3/4/22 14:35:34,0
2733,3/4/22 14:35:35,0
2734,3/4/22 14:35:36,0.99384
2735,3/4/22 14:35:37,0.36413
2736,3/4/22 14:35:38,0
2737,3/4/22 14:35:39,0.99571
2738,3/4/22 14:35:40,0.99384
2739,3/4/22 14:35:41,0
2740,3/4/22 14:35:42,0
2741,3/4/22 14:35:43,1.02105
2742,3/4/22 14:35:44,0
2743,3/4/22 14:35:45,0
2744,3/4/22 14:35:46,0.35099
2745,3/4/22 14:35:47,0.35286
2746,3/4/22 14:35:48,0
2747,3/4/22 14:35:49,0.99947
2748,3/4/22 14:35:50,0.34723
2749,3/4/22 14:35:51,0
2750,3/4/22 14:35:52,0
2751,3/4/22 14:35:53,1.02387
2752,3/4/22 14:35:54,0
2753,3/4/22 14:35:55,0
2754,3/4/22 14:35:56,0.33691
2755,3/4/22 14:35:57,0.99759
2756,3/4/22 14:35:58,0
2757,3/4/22 14:35:59,0.99853
2758,3/4/22 14:36:00,0.33034
2759,3/4/22 14:36:01,0
2760,3/4/22 14:36:02,0
2761,3/4/22 14:36:03,1.02293
2762,3/4/22 14:36:04,0
2763,3/4/22 14:36:05,0
2764,3/4/22 14:36:06,0.32846
2765,3/4/22 14:36:07,0
2766,3/4/22 14:36:08,0.99853
2767,3/4/22 14:36:09,0.33128
2768,3/4/22 14:36:10,0
2769,3/4/22 14:36:11,0.33222
2770,3/4/22 14:36:12,0
2771,3/4/22 14:36:13,0.99759
2772,3/4/22 14:36:14,0.3294
2773,3/4/22 14:36:15,0
2774,3/4/22 14:36:16,1.00322
2775,3/4/22 14:36:17,0.33316
2776,3/4/22 14:36:18,0
2777,3/4/22 14:36:19,0
2778,3/4/22 14:36:20,1.02387
2779,3/4/22 14:36:21,0
2780,3/4/22 14:36:22,0
2781,3/4/22 14:36:23,0.34254
2782,3/4/22 14:36:24,0.3416
2783,3/4/22 14:36:25,0
2784,3/4/22 14:36:26,0.99947
2785,3/4/22 14:36:27,0.34348
2786,3/4/22 14:36:28,0
2787,3/4/22 14:36:29,0
2788,3/4/22 14:36:30,1.02293
2789,3/4/22 14:36:31,0
2790,3/4/22 14:36:32,0
2791,3/4/22 14:36:33,0.35005
2792,3/4/22 14:36:34,0
2793,3/4/22 14:36:35,0.35286
2794,3/4/22 14:36:36,0.99571
2795,3/4/22 14:36:37,0.35099
2796,3/4/22 14:36:38,0
2797,3/4/22 14:36:39,0
2798,3/4/22 14:36:40,1.02011
2799,3/4/22 14:36:41,0
2800,3/4/22 14:36:42,0
2801,3/4/22 14:36:43,0.99759
2802,3/4/22 14:36:44,0.35193
2803,3/4/22 14:36:45,0
2804,3/4/22 14:36:46,0.99571
2805,3/4/22 14:36:47,0.35286
2806,3/4/22 14:36:48,0
2807,3/4/22 14:36:49,0.99196
2808,3/4/22 14:36:50,0
2809,3/4/22 14:36:51,0.99759
2810,3/4/22 14:36:52,0
2811,3/4/22 14:36:53,1.02293
2812,3/4/22 14:36:54,0
2813,3/4/22 14:36:55,0
2814,3/4/22 14:36:56,0.31063
2815,3/4/22 14:36:57,0
2816,3/4/22 14:36:58,0.35568
2817,3/4/22 14:36:59,0
2818,3/4/22 14:37:00,1.01824
2819,3/4/22 14:37:01,0
2820,3/4/22 14:37:02,0
2821,3/4/22 14:37:03,0.35756
2822,3/4/22 14:37:04,0.35286
2823,3/4/22 14:37:05,0
2824,3/4/22 14:37:06,1.00041
2825,3/4/22 14:37:07,0.35756
2826,3/4/22 14:37:08,0
2827,3/4/22 14:37:09,0
2828,3/4/22 14:37:10,1.02105
2829,3/4/22 14:37:11,0
2830,3/4/22 14:37:12,0
2831,3/4/22 14:37:13,1.02011
2832,3/4/22 14:37:14,0
2833,3/4/22 14:37:15,0
2834,3/4/22 14:37:16,0.9929
2835,3/4/22 14:37:17,0.35474
2836,3/4/22 14:37:18,0
2837,3/4/22 14:37:19,0.99853
2838,3/4/22 14:37:20,0
2839,3/4/22 14:37:21,0
2840,3/4/22 14:37:22,1.02105
2841,3/4/22 14:37:23,0
2842,3/4/22 14:37:24,0
2843,3/4/22 14:37:25,0.99665
2844,3/4/22 14:37:26,0.35286
2845,3/4/22 14:37:27,0
2846,3/4/22 14:37:28,0
2847,3/4/22 14:37:29,1.02481
2848,3/4/22 14:37:30,0
2849,3/4/22 14:37:31,0
2850,3/4/22 14:37:32,0.36037
2851,3/4/22 14:37:33,0.99853
2852,3/4/22 14:37:34,0.36037
2853,3/4/22 14:37:35,0
2854,3/4/22 14:37:36,0.99196
2855,3/4/22 14:37:37,0
2856,3/4/22 14:37:38,0.99947
2857,3/4/22 14:37:39,0
2858,3/4/22 14:37:40,1.02105
2859,3/4/22 14:37:41,0
2860,3/4/22 14:37:42,0
2861,3/4/22 14:37:43,0.99665
2862,3/4/22 14:37:44,0.37351
2863,3/4/22 14:37:45,0
2864,3/4/22 14:37:46,0.99665
2865,3/4/22 14:37:47,0
2866,3/4/22 14:37:48,0.99196
2867,3/4/22 14:37:49,0
2868,3/4/22 14:37:50,0.38102
2869,3/4/22 14:37:51,0
2870,3/4/22 14:37:52,0.99196
2871,3/4/22 14:37:53,0.38008
2872,3/4/22 14:37:54,0
2873,3/4/22 14:37:55,0.38196
2874,3/4/22 14:37:56,0.99478
2875,3/4/22 14:37:57,0
2876,3/4/22 14:37:58,0
2877,3/4/22 14:37:59,1.02574
2878,3/4/22 14:38:00,0
2879,3/4/22 14:38:01,0.99384
2880,3/4/22 14:38:02,0
2881,3/4/22 14:38:03,0.99008
2882,3/4/22 14:38:04,0.99384
2883,3/4/22 14:38:05,0
2884,3/4/22 14:38:06,0.99196
2885,3/4/22 14:38:07,0
2886,3/4/22 14:38:08,0
2887,3/4/22 14:38:09,0.38853
2888,3/4/22 14:38:10,0.99478
2889,3/4/22 14:38:11,0
2890,3/4/22 14:38:12,0.99102
2891,3/4/22 14:38:13,0.38665
2892,3/4/22 14:38:14,0
2893,3/4/22 14:38:15,0.99196
2894,3/4/22 14:38:16,0
2895,3/4/22 14:38:17,0.33973
2896,3/4/22 14:38:18,0
2897,3/4/22 14:38:19,0.99196
2898,3/4/22 14:38:20,0.38665
2899,3/4/22 14:38:21,0
2900,3/4/22 14:38:22,0.99478
2901,3/4/22 14:38:23,0
2902,3/4/22 14:38:24,0.38946
2903,3/4/22 14:38:25,0
2904,3/4/22 14:38:26,0.38946
2905,3/4/22 14:38:27,0.39603
2906,3/4/22 14:38:28,0
2907,3/4/22 14:38:29,0.98633
2908,3/4/22 14:38:30,0.39228
2909,3/4/22 14:38:31,0
2910,3/4/22 14:38:32,0.9929
2911,3/4/22 14:38:33,0.98727
2912,3/4/22 14:38:34,0
2913,3/4/22 14:38:35,0
2914,3/4/22 14:38:36,0.99196
2915,3/4/22 14:38:37,0.40729
2916,3/4/22 14:38:38,0
2917,3/4/22 14:38:39,0.40636
2918,3/4/22 14:38:40,0.98633
2919,3/4/22 14:38:41,0
2920,3/4/22 14:38:42,0
2921,3/4/22 14:38:43,1.02293
2922,3/4/22 14:38:44,0
2923,3/4/22 14:38:45,0
2924,3/4/22 14:38:46,0.99102
2925,3/4/22 14:38:47,0.40823
2926,3/4/22 14:38:48,0
2927,3/4/22 14:38:49,0
2928,3/4/22 14:38:50,1.02199
2929,3/4/22 14:38:51,0
2930,3/4/22 14:38:52,0
2931,3/4/22 14:38:53,0.41011
2932,3/4/22 14:38:54,0.40636
2933,3/4/22 14:38:55,0
2934,3/4/22 14:38:56,0
2935,3/4/22 14:38:57,1.02105
2936,3/4/22 14:38:58,0
2937,3/4/22 14:38:59,0
2938,3/4/22 14:39:00,1.01918
2939,3/4/22 14:39:01,0
2940,3/4/22 14:39:02,0
2941,3/4/22 14:39:03,1.02574
2942,3/4/22 14:39:04,0
