PCS,Baseline,Time,Power,Cycle
HeatedBlanket,FALSE,1/1/00 0:38:25,34.9,
HeatedBlanket,FALSE,1/1/00 0:38:30,83.4,
HeatedBlanket,FALSE,1/1/00 0:38:35,0,
HeatedBlanket,FALSE,1/1/00 0:38:40,22.6,
HeatedBlanket,FALSE,1/1/00 0:38:45,37.6,
HeatedBlanket,FALSE,1/1/00 0:38:50,21,
HeatedBlanket,FALSE,1/1/00 0:38:55,0,
HeatedBlanket,FALSE,1/1/00 0:39:00,40.6,
HeatedBlanket,FALSE,1/1/00 0:39:05,41.4,
HeatedBlanket,FALSE,1/1/00 0:39:10,17.1,
HeatedBlanket,FALSE,1/1/00 0:39:15,1067,
HeatedBlanket,FALSE,1/1/00 0:39:20,2,
HeatedBlanket,FALSE,1/1/00 0:39:25,45.4,
HeatedBlanket,FALSE,1/1/00 0:39:30,0,
HeatedBlanket,FALSE,1/1/00 0:39:35,47,
HeatedBlanket,FALSE,1/1/00 0:39:40,2,
HeatedBlanket,FALSE,1/1/00 0:39:45,108.7,
HeatedBlanket,FALSE,1/1/00 0:39:50,10.5,
HeatedBlanket,FALSE,1/1/00 0:39:55,50,
HeatedBlanket,FALSE,1/1/00 0:40:00,0,
HeatedBlanket,FALSE,1/1/00 0:40:05,111.3,
HeatedBlanket,FALSE,1/1/00 0:40:10,7.4,
HeatedBlanket,FALSE,1/1/00 0:40:15,611,
HeatedBlanket,FALSE,1/1/00 0:40:20,5.7,
HeatedBlanket,FALSE,1/1/00 0:40:25,64.4,
HeatedBlanket,FALSE,1/1/00 0:40:30,0,
HeatedBlanket,FALSE,1/1/00 0:40:35,59.7,
HeatedBlanket,FALSE,1/1/00 0:40:40,59.7,
HeatedBlanket,FALSE,1/1/00 0:40:45,1208,
HeatedBlanket,FALSE,1/1/00 0:40:50,2,
HeatedBlanket,FALSE,1/1/00 0:40:55,59.4,
HeatedBlanket,FALSE,1/1/00 0:41:00,60,
HeatedBlanket,FALSE,1/1/00 0:41:05,60.7,
HeatedBlanket,FALSE,1/1/00 0:41:10,0,
HeatedBlanket,FALSE,1/1/00 0:41:15,116.7,
HeatedBlanket,FALSE,1/1/00 0:41:20,0,
HeatedBlanket,FALSE,1/1/00 0:41:25,4.2,
HeatedBlanket,FALSE,1/1/00 0:41:30,0,
HeatedBlanket,FALSE,1/1/00 0:41:35,65.7,
HeatedBlanket,FALSE,1/1/00 0:41:40,53.1,
HeatedBlanket,FALSE,1/1/00 0:41:45,111.7,
HeatedBlanket,FALSE,1/1/00 0:41:50,0,
HeatedBlanket,FALSE,1/1/00 0:41:55,50.6,
HeatedBlanket,FALSE,1/1/00 0:42:00,0,
HeatedBlanket,FALSE,1/1/00 0:42:05,59.5,
HeatedBlanket,FALSE,1/1/00 0:42:10,0,
HeatedBlanket,FALSE,1/1/00 0:42:15,0,
HeatedBlanket,FALSE,1/1/00 0:42:20,0,
HeatedBlanket,FALSE,1/1/00 0:42:25,0,
HeatedBlanket,FALSE,1/1/00 0:42:30,45.3,
HeatedBlanket,FALSE,1/1/00 0:42:35,0,
HeatedBlanket,FALSE,1/1/00 0:42:40,15.8,
HeatedBlanket,FALSE,1/1/00 0:42:45,16.1,
HeatedBlanket,FALSE,1/1/00 0:42:50,102.6,
HeatedBlanket,FALSE,1/1/00 0:42:55,0,
HeatedBlanket,FALSE,1/1/00 0:43:00,77.8,
HeatedBlanket,FALSE,1/1/00 0:43:05,0,
HeatedBlanket,FALSE,1/1/00 0:43:10,99.7,
HeatedBlanket,FALSE,1/1/00 0:43:15,0,
HeatedBlanket,FALSE,1/1/00 0:43:20,21.5,
HeatedBlanket,FALSE,1/1/00 0:43:25,0,
HeatedBlanket,FALSE,1/1/00 0:43:30,82.8,
HeatedBlanket,FALSE,1/1/00 0:43:35,0,
HeatedBlanket,FALSE,1/1/00 0:43:40,59.6,
HeatedBlanket,FALSE,1/1/00 0:43:45,25.9,
HeatedBlanket,FALSE,1/1/00 0:43:50,92,
HeatedBlanket,FALSE,1/1/00 0:43:55,0,
HeatedBlanket,FALSE,1/1/00 0:44:00,30.5,
HeatedBlanket,FALSE,1/1/00 0:44:05,0,
HeatedBlanket,FALSE,1/1/00 0:44:10,30.9,
HeatedBlanket,FALSE,1/1/00 0:44:15,0,
HeatedBlanket,FALSE,1/1/00 0:44:20,59.8,
HeatedBlanket,FALSE,1/1/00 0:44:25,93.4,
HeatedBlanket,FALSE,1/1/00 0:44:30,25.1,
HeatedBlanket,FALSE,1/1/00 0:44:35,35.4,
HeatedBlanket,FALSE,1/1/00 0:44:40,36.2,
HeatedBlanket,FALSE,1/1/00 0:44:45,37,
HeatedBlanket,FALSE,1/1/00 0:44:50,81.5,
HeatedBlanket,FALSE,1/1/00 0:44:55,0,
HeatedBlanket,FALSE,1/1/00 0:45:00,20.1,
HeatedBlanket,FALSE,1/1/00 0:45:05,40.7,
HeatedBlanket,FALSE,1/1/00 0:45:10,77.9,
HeatedBlanket,FALSE,1/1/00 0:45:15,101.1,
HeatedBlanket,FALSE,1/1/00 0:45:20,16.8,
HeatedBlanket,FALSE,1/1/00 0:45:25,0,
HeatedBlanket,FALSE,1/1/00 0:45:30,17,
HeatedBlanket,FALSE,1/1/00 0:45:35,45.5,
HeatedBlanket,FALSE,1/1/00 0:45:40,46.7,
HeatedBlanket,FALSE,1/1/00 0:45:45,59.5,
HeatedBlanket,FALSE,1/1/00 0:45:50,13,
HeatedBlanket,FALSE,1/1/00 0:45:55,109.1,
HeatedBlanket,FALSE,1/1/00 0:46:00,0,
HeatedBlanket,FALSE,1/1/00 0:46:05,51,
HeatedBlanket,FALSE,1/1/00 0:46:10,0,
HeatedBlanket,FALSE,1/1/00 0:46:15,112,
HeatedBlanket,FALSE,1/1/00 0:46:20,6.6,
HeatedBlanket,FALSE,1/1/00 0:46:25,53.7,
HeatedBlanket,FALSE,1/1/00 0:46:30,0,
HeatedBlanket,FALSE,1/1/00 0:46:35,55.7,
HeatedBlanket,FALSE,1/1/00 0:46:40,56.7,
HeatedBlanket,FALSE,1/1/00 0:46:45,1208,
HeatedBlanket,FALSE,1/1/00 0:46:50,3,
HeatedBlanket,FALSE,1/1/00 0:46:55,59.7,
HeatedBlanket,FALSE,1/1/00 0:47:00,0,
HeatedBlanket,FALSE,1/1/00 0:47:05,2.1,
HeatedBlanket,FALSE,1/1/00 0:47:10,589,
HeatedBlanket,FALSE,1/1/00 0:47:15,114.8,
HeatedBlanket,FALSE,1/1/00 0:47:20,0,
HeatedBlanket,FALSE,1/1/00 0:47:25,53.8,
HeatedBlanket,FALSE,1/1/00 0:47:30,6.6,
HeatedBlanket,FALSE,1/1/00 0:47:35,111.1,
HeatedBlanket,FALSE,1/1/00 0:47:40,50.6,
HeatedBlanket,FALSE,1/1/00 0:47:45,49.9,
HeatedBlanket,FALSE,1/1/00 0:47:50,0,
HeatedBlanket,FALSE,1/1/00 0:47:55,59.4,
HeatedBlanket,FALSE,1/1/00 0:48:00,47.7,
HeatedBlanket,FALSE,1/1/00 0:48:05,59.6,
HeatedBlanket,FALSE,1/1/00 0:48:10,0,
HeatedBlanket,FALSE,1/1/00 0:48:15,73.5,
HeatedBlanket,FALSE,1/1/00 0:48:20,0,
HeatedBlanket,FALSE,1/1/00 0:48:25,15.8,
HeatedBlanket,FALSE,1/1/00 0:48:30,16.3,
HeatedBlanket,FALSE,1/1/00 0:48:35,101.7,
HeatedBlanket,FALSE,1/1/00 0:48:40,0,
HeatedBlanket,FALSE,1/1/00 0:48:45,77.8,
HeatedBlanket,FALSE,1/1/00 0:48:50,59.3,
HeatedBlanket,FALSE,1/1/00 0:48:55,20.3,
HeatedBlanket,FALSE,1/1/00 0:49:00,0,
HeatedBlanket,FALSE,1/1/00 0:49:05,59.5,
HeatedBlanket,FALSE,1/1/00 0:49:10,0,
HeatedBlanket,FALSE,1/1/00 0:49:15,83.3,
HeatedBlanket,FALSE,1/1/00 0:49:20,0,
HeatedBlanket,FALSE,1/1/00 0:49:25,59.8,
HeatedBlanket,FALSE,1/1/00 0:49:30,0,
HeatedBlanket,FALSE,1/1/00 0:49:35,87.3,
HeatedBlanket,FALSE,1/1/00 0:49:40,59.6,
HeatedBlanket,FALSE,1/1/00 0:49:45,88.9,
HeatedBlanket,FALSE,1/1/00 0:49:50,0,
HeatedBlanket,FALSE,1/1/00 0:49:55,59.7,
HeatedBlanket,FALSE,1/1/00 0:50:00,0,
HeatedBlanket,FALSE,1/1/00 0:50:05,90.9,
HeatedBlanket,FALSE,1/1/00 0:50:10,26.9,
HeatedBlanket,FALSE,1/1/00 0:50:15,85,
HeatedBlanket,FALSE,1/1/00 0:50:20,0,
HeatedBlanket,FALSE,1/1/00 0:50:25,59.2,
HeatedBlanket,FALSE,1/1/00 0:50:30,0,
HeatedBlanket,FALSE,1/1/00 0:50:35,95.7,
HeatedBlanket,FALSE,1/1/00 0:50:40,21.9,
HeatedBlanket,FALSE,1/1/00 0:50:45,38.1,
HeatedBlanket,FALSE,1/1/00 0:50:50,80.3,
HeatedBlanket,FALSE,1/1/00 0:50:55,99.2,
HeatedBlanket,FALSE,1/1/00 0:51:00,19.1,
HeatedBlanket,FALSE,1/1/00 0:51:05,0,
HeatedBlanket,FALSE,1/1/00 0:51:10,0,
HeatedBlanket,FALSE,1/1/00 0:51:15,42.8,
HeatedBlanket,FALSE,1/1/00 0:51:20,62,
HeatedBlanket,FALSE,1/1/00 0:51:25,2,
HeatedBlanket,FALSE,1/1/00 0:51:30,14.8,
HeatedBlanket,FALSE,1/1/00 0:51:35,73.7,
HeatedBlanket,FALSE,1/1/00 0:51:40,46.7,
HeatedBlanket,FALSE,1/1/00 0:51:45,12.2,
HeatedBlanket,FALSE,1/1/00 0:51:50,14,
HeatedBlanket,FALSE,1/1/00 0:51:55,48.4,
HeatedBlanket,FALSE,1/1/00 0:52:00,13,
HeatedBlanket,FALSE,1/1/00 0:52:05,2,
HeatedBlanket,FALSE,1/1/00 0:52:10,69.2,
HeatedBlanket,FALSE,1/1/00 0:52:15,0,
HeatedBlanket,FALSE,1/1/00 0:52:20,50.5,
HeatedBlanket,FALSE,1/1/00 0:52:25,2,
HeatedBlanket,FALSE,1/1/00 0:52:30,111.2,
HeatedBlanket,FALSE,1/1/00 0:52:35,8,
HeatedBlanket,FALSE,1/1/00 0:52:40,52.8,
HeatedBlanket,FALSE,1/1/00 0:52:45,0,
HeatedBlanket,FALSE,1/1/00 0:52:50,53.8,
HeatedBlanket,FALSE,1/1/00 0:52:55,54.5,
HeatedBlanket,FALSE,1/1/00 0:53:00,54.8,
HeatedBlanket,FALSE,1/1/00 0:53:05,60.1,
HeatedBlanket,FALSE,1/1/00 0:53:10,56,
HeatedBlanket,FALSE,1/1/00 0:53:15,663,
HeatedBlanket,FALSE,1/1/00 0:53:20,3.2,
HeatedBlanket,FALSE,1/1/00 0:53:25,3.1,
HeatedBlanket,FALSE,1/1/00 0:53:30,0,
HeatedBlanket,FALSE,1/1/00 0:53:35,611,
HeatedBlanket,FALSE,1/1/00 0:53:40,58.5,
HeatedBlanket,FALSE,1/1/00 0:53:45,0,
HeatedBlanket,FALSE,1/1/00 0:53:50,0,
HeatedBlanket,FALSE,1/1/00 0:53:55,0,
HeatedBlanket,FALSE,1/1/00 0:54:00,2.2,
HeatedBlanket,FALSE,1/1/00 0:54:05,59.9,
HeatedBlanket,FALSE,1/1/00 0:54:10,59.8,
HeatedBlanket,FALSE,1/1/00 0:54:15,55.2,
HeatedBlanket,FALSE,1/1/00 0:54:20,5.4,
HeatedBlanket,FALSE,1/1/00 0:54:25,113.8,
HeatedBlanket,FALSE,1/1/00 0:54:30,6.8,
HeatedBlanket,FALSE,1/1/00 0:54:35,52.1,
HeatedBlanket,FALSE,1/1/00 0:54:40,8.4,
HeatedBlanket,FALSE,1/1/00 0:54:45,9.2,
HeatedBlanket,FALSE,1/1/00 0:54:50,69.5,
HeatedBlanket,FALSE,1/1/00 0:54:55,49.7,
HeatedBlanket,FALSE,1/1/00 0:55:00,11.1,
HeatedBlanket,FALSE,1/1/00 0:55:05,0,
HeatedBlanket,FALSE,1/1/00 0:55:10,12.4,
HeatedBlanket,FALSE,1/1/00 0:55:15,106,
HeatedBlanket,FALSE,1/1/00 0:55:20,73.3,
HeatedBlanket,FALSE,1/1/00 0:55:25,45,
HeatedBlanket,FALSE,1/1/00 0:55:30,15.1,
HeatedBlanket,FALSE,1/1/00 0:55:35,16.1,
HeatedBlanket,FALSE,1/1/00 0:55:40,16.5,
HeatedBlanket,FALSE,1/1/00 0:55:45,59.8,
HeatedBlanket,FALSE,1/1/00 0:55:50,0,
HeatedBlanket,FALSE,1/1/00 0:55:55,43,
HeatedBlanket,FALSE,1/1/00 0:56:00,19.7,
HeatedBlanket,FALSE,1/1/00 0:56:05,39.2,
HeatedBlanket,FALSE,1/1/00 0:56:10,38.2,
HeatedBlanket,FALSE,1/1/00 0:56:15,37.4,
HeatedBlanket,FALSE,1/1/00 0:56:20,23.1,
HeatedBlanket,FALSE,1/1/00 0:56:25,95.3,
HeatedBlanket,FALSE,1/1/00 0:56:30,84.4,
HeatedBlanket,FALSE,1/1/00 0:56:35,34,
HeatedBlanket,FALSE,1/1/00 0:56:40,59.8,
HeatedBlanket,FALSE,1/1/00 0:56:45,0,
HeatedBlanket,FALSE,1/1/00 0:56:50,28.5,
HeatedBlanket,FALSE,1/1/00 0:56:55,0,
HeatedBlanket,FALSE,1/1/00 0:57:00,89.2,
HeatedBlanket,FALSE,1/1/00 0:57:05,28.4,
HeatedBlanket,FALSE,1/1/00 0:57:10,87.3,
HeatedBlanket,FALSE,1/1/00 0:57:15,0,
HeatedBlanket,FALSE,1/1/00 0:57:20,93.3,
HeatedBlanket,FALSE,1/1/00 0:57:25,0,
HeatedBlanket,FALSE,1/1/00 0:57:30,59.9,
HeatedBlanket,FALSE,1/1/00 0:57:35,0,
HeatedBlanket,FALSE,1/1/00 0:57:40,23.7,
HeatedBlanket,FALSE,1/1/00 0:57:45,0,
HeatedBlanket,FALSE,1/1/00 0:57:50,59.8,
HeatedBlanket,FALSE,1/1/00 0:57:55,21.4,
HeatedBlanket,FALSE,1/1/00 0:58:00,20.8,
HeatedBlanket,FALSE,1/1/00 0:58:05,0,
HeatedBlanket,FALSE,1/1/00 0:58:10,100.3,
HeatedBlanket,FALSE,1/1/00 0:58:15,41.3,
HeatedBlanket,FALSE,1/1/00 0:58:20,17.8,
HeatedBlanket,FALSE,1/1/00 0:58:25,435,
HeatedBlanket,FALSE,1/1/00 0:58:30,0,
HeatedBlanket,FALSE,1/1/00 0:58:35,43.8,
HeatedBlanket,FALSE,1/1/00 0:58:40,59.6,
HeatedBlanket,FALSE,1/1/00 0:58:45,59.5,
HeatedBlanket,FALSE,1/1/00 0:58:50,2,
HeatedBlanket,FALSE,1/1/00 0:58:55,47,
HeatedBlanket,FALSE,1/1/00 0:59:00,71.6,
HeatedBlanket,FALSE,1/1/00 0:59:05,11,
HeatedBlanket,FALSE,1/1/00 0:59:10,12,
HeatedBlanket,FALSE,1/1/00 0:59:15,50.8,
HeatedBlanket,FALSE,1/1/00 0:59:20,0,
HeatedBlanket,FALSE,1/1/00 0:59:25,51.7,
HeatedBlanket,FALSE,1/1/00 0:59:30,66.8,
HeatedBlanket,FALSE,1/1/00 0:59:35,53.2,
HeatedBlanket,FALSE,1/1/00 0:59:40,96.8,
HeatedBlanket,FALSE,1/1/00 0:59:45,0,
HeatedBlanket,FALSE,1/1/00 0:59:50,55.3,
HeatedBlanket,FALSE,1/1/00 0:59:55,55.9,
HeatedBlanket,FALSE,1/1/00 1:00:00,1201,
HeatedBlanket,FALSE,1/1/00 1:00:05,4,
HeatedBlanket,FALSE,1/1/00 1:00:10,57.4,
HeatedBlanket,FALSE,1/1/00 1:00:15,59.7,
HeatedBlanket,FALSE,1/1/00 1:00:20,58.3,
HeatedBlanket,FALSE,1/1/00 1:00:25,0,
HeatedBlanket,FALSE,1/1/00 1:00:30,0,
HeatedBlanket,FALSE,1/1/00 1:00:35,59.7,
HeatedBlanket,FALSE,1/1/00 1:00:40,61,
HeatedBlanket,FALSE,1/1/00 1:00:45,57.6,
HeatedBlanket,FALSE,1/1/00 1:00:50,0,
HeatedBlanket,FALSE,1/1/00 1:00:55,3.2,
HeatedBlanket,FALSE,1/1/00 1:01:00,4.1,
HeatedBlanket,FALSE,1/1/00 1:01:05,55.2,
HeatedBlanket,FALSE,1/1/00 1:01:10,0,
HeatedBlanket,FALSE,1/1/00 1:01:15,65.2,
HeatedBlanket,FALSE,1/1/00 1:01:20,17,
HeatedBlanket,FALSE,1/1/00 1:01:25,112.4,
HeatedBlanket,FALSE,1/1/00 1:01:30,0,
HeatedBlanket,FALSE,1/1/00 1:01:35,52.2,
HeatedBlanket,FALSE,1/1/00 1:01:40,0,
HeatedBlanket,FALSE,1/1/00 1:01:45,59.5,
HeatedBlanket,FALSE,1/1/00 1:01:50,0,
HeatedBlanket,FALSE,1/1/00 1:01:55,10,
HeatedBlanket,FALSE,1/1/00 1:02:00,2,
HeatedBlanket,FALSE,1/1/00 1:02:05,70.4,
HeatedBlanket,FALSE,1/1/00 1:02:10,59.4,
HeatedBlanket,FALSE,1/1/00 1:02:15,59.4,
HeatedBlanket,FALSE,1/1/00 1:02:20,0,
HeatedBlanket,FALSE,1/1/00 1:02:25,14.1,
HeatedBlanket,FALSE,1/1/00 1:02:30,60,
HeatedBlanket,FALSE,1/1/00 1:02:35,74.9,
HeatedBlanket,FALSE,1/1/00 1:02:40,44,
HeatedBlanket,FALSE,1/1/00 1:02:45,16.8,
HeatedBlanket,FALSE,1/1/00 1:02:50,60,
HeatedBlanket,FALSE,1/1/00 1:02:55,29,
HeatedBlanket,FALSE,1/1/00 1:03:00,41.6,
HeatedBlanket,FALSE,1/1/00 1:03:05,0,
HeatedBlanket,FALSE,1/1/00 1:03:10,78.6,
HeatedBlanket,FALSE,1/1/00 1:03:15,19.8,
HeatedBlanket,FALSE,1/1/00 1:03:20,99.4,
HeatedBlanket,FALSE,1/1/00 1:03:25,0,
HeatedBlanket,FALSE,1/1/00 1:03:30,38.8,
HeatedBlanket,FALSE,1/1/00 1:03:35,0,
HeatedBlanket,FALSE,1/1/00 1:03:40,81.3,
HeatedBlanket,FALSE,1/1/00 1:03:45,36.8,
HeatedBlanket,FALSE,1/1/00 1:03:50,59.7,
HeatedBlanket,FALSE,1/1/00 1:03:55,0,
HeatedBlanket,FALSE,1/1/00 1:04:00,83.8,
HeatedBlanket,FALSE,1/1/00 1:04:05,35.1,
HeatedBlanket,FALSE,1/1/00 1:04:10,25.6,
HeatedBlanket,FALSE,1/1/00 1:04:15,0,
HeatedBlanket,FALSE,1/1/00 1:04:20,26.9,
HeatedBlanket,FALSE,1/1/00 1:04:25,92.1,
HeatedBlanket,FALSE,1/1/00 1:04:30,0,
HeatedBlanket,FALSE,1/1/00 1:04:35,31.1,
HeatedBlanket,FALSE,1/1/00 1:04:40,29,
HeatedBlanket,FALSE,1/1/00 1:04:45,59.9,
HeatedBlanket,FALSE,1/1/00 1:04:50,90.1,
HeatedBlanket,FALSE,1/1/00 1:04:55,28.9,
HeatedBlanket,FALSE,1/1/00 1:05:00,0,
HeatedBlanket,FALSE,1/1/00 1:05:05,59.3,
HeatedBlanket,FALSE,1/1/00 1:05:10,0,
HeatedBlanket,FALSE,1/1/00 1:05:15,59.6,
HeatedBlanket,FALSE,1/1/00 1:05:20,0,
HeatedBlanket,FALSE,1/1/00 1:05:25,93.3,
HeatedBlanket,FALSE,1/1/00 1:05:30,0,
HeatedBlanket,FALSE,1/1/00 1:05:35,59.6,
HeatedBlanket,FALSE,1/1/00 1:05:40,35.7,
HeatedBlanket,FALSE,1/1/00 1:05:45,83.8,
HeatedBlanket,FALSE,1/1/00 1:05:50,0,
HeatedBlanket,FALSE,1/1/00 1:05:55,59.9,
HeatedBlanket,FALSE,1/1/00 1:06:00,0,
HeatedBlanket,FALSE,1/1/00 1:06:05,97.7,
HeatedBlanket,FALSE,1/1/00 1:06:10,21.2,
HeatedBlanket,FALSE,1/1/00 1:06:15,39,
HeatedBlanket,FALSE,1/1/00 1:06:20,0,
HeatedBlanket,FALSE,1/1/00 1:06:25,99.7,
HeatedBlanket,FALSE,1/1/00 1:06:30,19.3,
HeatedBlanket,FALSE,1/1/00 1:06:35,416,
HeatedBlanket,FALSE,1/1/00 1:06:40,2,
HeatedBlanket,FALSE,1/1/00 1:06:45,41.5,
HeatedBlanket,FALSE,1/1/00 1:06:50,59.5,
HeatedBlanket,FALSE,1/1/00 1:06:55,2,
HeatedBlanket,FALSE,1/1/00 1:07:00,0,
HeatedBlanket,FALSE,1/1/00 1:07:05,2,
HeatedBlanket,FALSE,1/1/00 1:07:10,74.3,
HeatedBlanket,FALSE,1/1/00 1:07:15,14.1,
HeatedBlanket,FALSE,1/1/00 1:07:20,62,
HeatedBlanket,FALSE,1/1/00 1:07:25,2,
HeatedBlanket,FALSE,1/1/00 1:07:30,47.9,
HeatedBlanket,FALSE,1/1/00 1:07:35,48.5,
HeatedBlanket,FALSE,1/1/00 1:07:40,70.5,
HeatedBlanket,FALSE,1/1/00 1:07:45,0,
HeatedBlanket,FALSE,1/1/00 1:07:50,59.8,
HeatedBlanket,FALSE,1/1/00 1:07:55,2,
HeatedBlanket,FALSE,1/1/00 1:08:00,67.8,
HeatedBlanket,FALSE,1/1/00 1:08:05,7.3,
HeatedBlanket,FALSE,1/1/00 1:08:10,66.3,
HeatedBlanket,FALSE,1/1/00 1:08:15,0,
HeatedBlanket,FALSE,1/1/00 1:08:20,5.1,
HeatedBlanket,FALSE,1/1/00 1:08:25,59.5,
HeatedBlanket,FALSE,1/1/00 1:08:30,652,
HeatedBlanket,FALSE,1/1/00 1:08:35,0,
HeatedBlanket,FALSE,1/1/00 1:08:40,57.5,
HeatedBlanket,FALSE,1/1/00 1:08:45,0,
HeatedBlanket,FALSE,1/1/00 1:08:50,118.4,
HeatedBlanket,FALSE,1/1/00 1:08:55,59.8,
HeatedBlanket,FALSE,1/1/00 1:09:00,119.1,
HeatedBlanket,FALSE,1/1/00 1:09:05,0,
HeatedBlanket,FALSE,1/1/00 1:09:10,61,
HeatedBlanket,FALSE,1/1/00 1:09:15,0,
HeatedBlanket,FALSE,1/1/00 1:09:20,2.4,
HeatedBlanket,FALSE,1/1/00 1:09:25,0,
HeatedBlanket,FALSE,1/1/00 1:09:30,59.8,
HeatedBlanket,FALSE,1/1/00 1:09:35,56.7,
HeatedBlanket,FALSE,1/1/00 1:09:40,59.7,
HeatedBlanket,FALSE,1/1/00 1:09:45,55.8,
HeatedBlanket,FALSE,1/1/00 1:09:50,4.7,
HeatedBlanket,FALSE,1/1/00 1:09:55,2,
HeatedBlanket,FALSE,1/1/00 1:10:00,5.7,
HeatedBlanket,FALSE,1/1/00 1:10:05,59.7,
HeatedBlanket,FALSE,1/1/00 1:10:10,0,
HeatedBlanket,FALSE,1/1/00 1:10:15,52.5,
HeatedBlanket,FALSE,1/1/00 1:10:20,59.8,
HeatedBlanket,FALSE,1/1/00 1:10:25,111.1,
HeatedBlanket,FALSE,1/1/00 1:10:30,0,
HeatedBlanket,FALSE,1/1/00 1:10:35,59.6,
HeatedBlanket,FALSE,1/1/00 1:10:40,59.7,
HeatedBlanket,FALSE,1/1/00 1:10:45,0,
HeatedBlanket,FALSE,1/1/00 1:10:50,0,
HeatedBlanket,FALSE,1/1/00 1:10:55,11.1,
HeatedBlanket,FALSE,1/1/00 1:11:00,107.3,
HeatedBlanket,FALSE,1/1/00 1:11:05,71.4,
HeatedBlanket,FALSE,1/1/00 1:11:10,46.8,
HeatedBlanket,FALSE,1/1/00 1:11:15,0,
HeatedBlanket,FALSE,1/1/00 1:11:20,59.4,
HeatedBlanket,FALSE,1/1/00 1:11:25,44.5,
HeatedBlanket,FALSE,1/1/00 1:11:30,1071,
HeatedBlanket,FALSE,1/1/00 1:11:35,0,
HeatedBlanket,FALSE,1/1/00 1:11:40,59.3,
HeatedBlanket,FALSE,1/1/00 1:11:45,0,
HeatedBlanket,FALSE,1/1/00 1:11:50,76.5,
HeatedBlanket,FALSE,1/1/00 1:11:55,41.6,
HeatedBlanket,FALSE,1/1/00 1:12:00,59.4,
HeatedBlanket,FALSE,1/1/00 1:12:05,0,
HeatedBlanket,FALSE,1/1/00 1:12:10,19.2,
HeatedBlanket,FALSE,1/1/00 1:12:15,59.7,
HeatedBlanket,FALSE,1/1/00 1:12:20,79.8,
HeatedBlanket,FALSE,1/1/00 1:12:25,38.7,
HeatedBlanket,FALSE,1/1/00 1:12:30,0,
HeatedBlanket,FALSE,1/1/00 1:12:35,59.5,
HeatedBlanket,FALSE,1/1/00 1:12:40,23,
HeatedBlanket,FALSE,1/1/00 1:12:45,95.5,
HeatedBlanket,FALSE,1/1/00 1:12:50,24.2,
HeatedBlanket,FALSE,1/1/00 1:12:55,59.6,
HeatedBlanket,FALSE,1/1/00 1:13:00,0,
HeatedBlanket,FALSE,1/1/00 1:13:05,33.6,
HeatedBlanket,FALSE,1/1/00 1:13:10,0,
HeatedBlanket,FALSE,1/1/00 1:13:15,59.4,
HeatedBlanket,FALSE,1/1/00 1:13:20,31.4,
HeatedBlanket,FALSE,1/1/00 1:13:25,90.3,
HeatedBlanket,FALSE,1/1/00 1:13:30,0,
HeatedBlanket,FALSE,1/1/00 1:13:35,90.8,
HeatedBlanket,FALSE,1/1/00 1:13:40,31.7,
HeatedBlanket,FALSE,1/1/00 1:13:45,87.8,
HeatedBlanket,FALSE,1/1/00 1:13:50,0,
HeatedBlanket,FALSE,1/1/00 1:13:55,26.2,
HeatedBlanket,FALSE,1/1/00 1:14:00,0,
HeatedBlanket,FALSE,1/1/00 1:14:05,94.9,
HeatedBlanket,FALSE,1/1/00 1:14:10,36.1,
HeatedBlanket,FALSE,1/1/00 1:14:15,83,
HeatedBlanket,FALSE,1/1/00 1:14:20,0,
HeatedBlanket,FALSE,1/1/00 1:14:25,97.5,
HeatedBlanket,FALSE,1/1/00 1:14:30,0,
HeatedBlanket,FALSE,1/1/00 1:14:35,79.5,
HeatedBlanket,FALSE,1/1/00 1:14:40,40,
HeatedBlanket,FALSE,1/1/00 1:14:45,78.4,
HeatedBlanket,FALSE,1/1/00 1:14:50,0,
HeatedBlanket,FALSE,1/1/00 1:14:55,19,
HeatedBlanket,FALSE,1/1/00 1:15:00,2,
HeatedBlanket,FALSE,1/1/00 1:15:05,75.8,
HeatedBlanket,FALSE,1/1/00 1:15:10,44.4,
HeatedBlanket,FALSE,1/1/00 1:15:15,75,
HeatedBlanket,FALSE,1/1/00 1:15:20,0,
HeatedBlanket,FALSE,1/1/00 1:15:25,1095,
HeatedBlanket,FALSE,1/1/00 1:15:30,62,
HeatedBlanket,FALSE,1/1/00 1:15:35,2,
HeatedBlanket,FALSE,1/1/00 1:15:40,48.9,
HeatedBlanket,FALSE,1/1/00 1:15:45,70,
HeatedBlanket,FALSE,1/1/00 1:15:50,2,
HeatedBlanket,FALSE,1/1/00 1:15:55,110.5,
HeatedBlanket,FALSE,1/1/00 1:16:00,8.1,
HeatedBlanket,FALSE,1/1/00 1:16:05,59.6,
HeatedBlanket,FALSE,1/1/00 1:16:10,0,
HeatedBlanket,FALSE,1/1/00 1:16:15,5.9,
HeatedBlanket,FALSE,1/1/00 1:16:20,0,
HeatedBlanket,FALSE,1/1/00 1:16:25,1184,
HeatedBlanket,FALSE,1/1/00 1:16:30,2,
HeatedBlanket,FALSE,1/1/00 1:16:35,62.7,
HeatedBlanket,FALSE,1/1/00 1:16:40,0,
HeatedBlanket,FALSE,1/1/00 1:16:45,1214,
HeatedBlanket,FALSE,1/1/00 1:16:50,3,
