Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING_UNIT1:Zone Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Air Temperature [C](Hourly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/02  11:00:00,11.341666666666667,22.234275678718088,15.00534981671104,5293395.653177147,3201316.809840188,3201316.809840188,3201316.809840188,282789.0831690321,1805273.2568024446 
 02/02  12:00:00,13.233333333333334,22.551077815019188,17.424179509962862,5182307.564447499,3245056.7517732778,3245056.7517732778,3245056.7517732778,154285.71428571438,1778948.5950230244 
 02/02  13:00:00,14.541666666666666,22.912927916938017,18.50767581049929,3355591.616314129,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,0.0 
 02/02  14:00:00,16.05,23.361881579309085,19.206171453586876,5047555.870462636,3143544.016284607,3143544.016284607,3143544.016284607,154285.71428571438,1745709.6365268333 
 02/02  15:00:00,17.441666666666666,23.845331798022425,19.785232872263734,5108787.495601077,3152610.4832543777,3152610.4832543777,3152610.4832543777,217978.15475862374,1734182.3542225936 
 02/02  16:00:00,17.55,23.893531238713496,18.82056441454142,5376314.110890258,3436226.8211706067,3436226.8211706067,3436226.8211706067,203937.6257956182,1729187.7247571966 
 02/02  17:00:00,17.3,23.78346391096069,17.668586980031215,4540796.061165867,4368891.063756271,4368891.063756271,4368891.063756271,156910.05151179485,0.0 
 02/02  18:00:00,15.958333333333334,23.472441345773984,16.130978075997508,7458044.865750922,5514884.4344747625,5514884.4344747625,5514884.4344747625,154285.71428571438,1767988.899489936 
 02/02  19:00:00,13.775,23.0578998451539,14.001969081124782,8101856.534876019,5936377.747743254,5936377.747743254,5936377.747743254,154285.71428571438,1794975.7833468937 
 02/02  20:00:00,11.908333333333333,22.584017672439057,12.187333833507523,8035829.238329809,5860851.394397255,5860851.394397255,5860851.394397255,154285.71428571438,1801432.0345667703 
 02/02  21:00:00,11.200000000000001,22.189805864078394,11.59257373802811,8649406.66225046,5788324.826793473,5788324.826793473,5788324.826793473,854643.4510926958,1787178.289284221 
 02/02  22:00:00,10.5,22.194774585854333,11.363969740985747,9896910.36917829,5275040.848512863,5275040.848512863,5275040.848512863,2643466.2947605923,1766737.9735522221 
 02/02  23:00:00,9.358333333333334,22.22244718931815,10.915668045019501,10222793.682246875,4175767.1653783405,4175767.1653783405,4175767.1653783405,4112951.382678795,1732852.7905873829 
 02/02  24:00:00,8.316666666666666,22.222432983123213,10.100702015058117,9242866.70870135,3228431.3064444675,3228431.3064444675,3228431.3064444675,5820978.298494458,0.0 
 02/03  01:00:00,7.55,22.222428491279572,9.25102006851847,11913242.097917357,2498479.0097388276,2498479.0097388276,2498479.0097388276,7557821.825187846,1666697.3619206464 
 02/03  02:00:00,7.008333333333333,22.222420988000902,8.77642097447849,11204569.303555865,2287908.203727021,2287908.203727021,2287908.203727021,8726417.198758807,0.0 
 02/03  03:00:00,6.45,22.222414993694255,8.35422067408138,12035606.830803247,2218387.455766968,2218387.455766968,2218387.455766968,9626975.47396624,0.0 
 02/03  04:00:00,5.5,22.22241849309272,7.6054301835355345,12854884.196952429,2167160.80380385,2167160.80380385,2167160.80380385,10497479.49207854,0.0 
 02/03  05:00:00,5.0,22.2224213330846,7.08752733294513,13530588.935560156,2326991.86639299,2326991.86639299,2326991.86639299,11009068.897840612,0.0 
 02/03  06:00:00,4.3583333333333325,22.22242130556388,6.6591906933570115,16270591.840663897,2888368.680950925,2888368.680950925,2888368.680950925,11475528.158649404,1705204.8905701798 
 02/03  07:00:00,4.191666666666666,22.222420903498772,6.621704574372488,16781236.46025793,3455726.295687276,3455726.295687276,3455726.295687276,11513187.313202232,1797327.9054706218 
 02/03  08:00:00,5.8,22.222418949795202,7.723058093174489,14880320.08455617,3804342.957438114,3804342.957438114,3804342.957438114,9225739.743841212,1836849.038725235 
 02/03  09:00:00,8.666666666666666,22.222412587380088,11.240839443698212,9851350.413302653,3331560.1762823085,3331560.1762823085,3331560.1762823085,4668141.285579393,1845758.0798382452 
 02/03  10:00:00,11.691666666666668,22.222885945805036,14.150845993404381,7863261.988532741,3145052.4172653225,3145052.4172653225,3145052.4172653225,2521984.6432497427,2192208.424652193 
 02/03  11:00:00,14.533333333333333,22.254944850102273,16.021502234875793,6635406.990862378,3201316.809840188,3201316.809840188,3201316.809840188,290721.78340267355,3139351.8942540344 
 02/03  12:00:00,16.983333333333334,22.781093744219703,18.614912971337006,3889039.4684039825,3245056.7517732778,3245056.7517732778,3245056.7517732778,154285.71428571438,485680.49897950835 
 02/03  13:00:00,18.775000000000002,23.3168540637441,20.089227536253468,4746320.631143582,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,1390729.014829453 
 02/03  14:00:00,19.75,23.82214071713736,20.95596974858264,5218659.40981405,3143544.016284607,3143544.016284607,3143544.016284607,325608.4248273927,1745490.4653365684 
 02/03  15:00:00,20.700000000000003,23.89010136578263,21.598314195318192,5659498.336108948,3152610.4832543777,3152610.4832543777,3152610.4832543777,768499.5741292877,1734371.7753598006 
 02/03  16:00:00,21.55,23.89095240054517,21.93042456956694,4233528.952452829,3436226.8211706067,3436226.8211706067,3436226.8211706067,790340.1921153867,0.0 
 02/03  17:00:00,21.450000000000003,23.886276739425103,21.598298908624965,6685063.216591314,4368891.063756271,4368891.063756271,4368891.063756271,557270.0048701696,1743907.2020670716 
 02/03  18:00:00,20.5,23.88472865656125,20.581201512393168,7710451.126985577,5514884.4344747625,5514884.4344747625,5514884.4344747625,406581.366694586,1768099.508315719 
 02/03  19:00:00,19.358333333333334,23.89372047590344,19.447986036843677,8337541.124509769,5936377.747743254,5936377.747743254,5936377.747743254,390073.14624964795,1794872.9410167076 
 02/03  20:00:00,18.316666666666663,23.880835395924333,18.396697701388376,8117662.6344346395,5860851.394397255,5860851.394397255,5860851.394397255,236376.18561078928,1801174.9593465256 
 02/03  21:00:00,17.55,23.689901092533272,17.558084859800438,7948422.928024027,5788324.826793473,5788324.826793473,5788324.826793473,154285.71428571438,1786552.291864769 
 02/03  22:00:00,17.008333333333333,23.293893919767427,16.96859121703377,7407396.324218541,5275040.848512863,5275040.848512863,5275040.848512863,154285.71428571438,1766404.509067353 
 02/03  23:00:00,16.45,22.76688900639702,16.43011252730778,6263898.363219355,4175767.1653783405,4175767.1653783405,4175767.1653783405,154285.71428571438,1732623.139952943 
 02/03  24:00:00,16.2,22.258813923511962,16.380103671424607,4236807.781950718,3228431.3064444675,3228431.3064444675,3228431.3064444675,814919.3717438264,0.0 
 02/04  01:00:00,15.908333333333333,22.223154269325647,16.54485295031795,4916519.027512082,2498479.0097388276,2498479.0097388276,2498479.0097388276,2227796.1167032165,0.0 
 02/04  02:00:00,15.700000000000001,22.223112876638808,16.352257524598503,7127560.816362053,2287908.203727021,2287908.203727021,2287908.203727021,2996153.9031885946,1653254.8083764 
 02/04  03:00:00,15.700000000000001,22.223034627263118,16.40366076649589,5709743.866599852,2218387.455766968,2218387.455766968,2218387.455766968,3301112.5097628455,0.0 
 02/04  04:00:00,15.700000000000001,22.22299294028178,16.403938318565732,6051189.717368508,2167160.80380385,2167160.80380385,2167160.80380385,3693785.01249462,0.0 
 02/04  05:00:00,15.700000000000001,22.222985346857367,16.371698851746476,6538083.2902591005,2326991.86639299,2326991.86639299,2326991.86639299,4016563.2525395574,0.0 
 02/04  06:00:00,15.700000000000001,22.222967128470696,16.490706361058475,8330694.418895593,2888368.680950925,2888368.680950925,2888368.680950925,3535679.440100424,1705156.1873508552 
 02/04  07:00:00,15.700000000000001,22.222943230712485,16.638064103716676,8315052.664720925,3455726.295687276,3455726.295687276,3455726.295687276,3047455.380111859,1796876.043023989 
 02/04  08:00:00,15.991666666666667,22.211272765845806,16.506104354762616,6906269.303048844,3804342.957438114,3804342.957438114,3804342.957438114,1251729.4177049822,1836808.58335414 
 02/04  09:00:00,16.55,22.501439976268795,16.91020840840464,5337222.263285027,3331560.1762823085,3331560.1762823085,3331560.1762823085,154285.71428571438,1845485.5011142967 
 02/04  10:00:00,17.441666666666666,23.079491315992755,18.008751206466993,5134584.721887606,3145052.4172653225,3145052.4172653225,3145052.4172653225,154285.71428571438,1831230.086971087 
 02/04  11:00:00,16.616666666666664,23.521773121395867,17.861647846116536,5164264.034255898,3201316.809840188,3201316.809840188,3201316.809840188,154285.71428571438,1804645.006764513 
 02/04  12:00:00,15.291666666666666,23.62958636312469,17.145226268385652,5181876.925668122,3245056.7517732778,3245056.7517732778,3245056.7517732778,154285.71428571438,1778517.956243647 
 02/04  13:00:00,15.0,23.737745669965424,16.975615308333932,5113714.282200031,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,1758122.665885902 
 02/04  14:00:00,15.0,23.85259217735251,16.762144514729187,5078730.829152188,3143544.016284607,3143544.016284607,3143544.016284607,185749.36860165742,1745420.9409004422 
 02/04  15:00:00,15.408333333333333,23.896537378327597,16.80535454260405,5237001.316200312,3152610.4832543777,3152610.4832543777,3152610.4832543777,346010.5165949212,1734363.812985531 
 02/04  16:00:00,15.700000000000001,23.873381644550637,16.656175659681036,3670887.943951322,3436226.8211706067,3436226.8211706067,3436226.8211706067,227699.18361387923,0.0 
 02/04  17:00:00,15.291666666666666,23.496441019293854,15.720072516871442,6282149.084985791,4368891.063756271,4368891.063756271,4368891.063756271,154285.71428571438,1743977.3610460057 
 02/04  18:00:00,13.775,22.990915226922382,14.042016591420683,7458301.344045199,5514884.4344747625,5514884.4344747625,5514884.4344747625,154285.71428571438,1768245.3777842137 
 02/04  19:00:00,12.258333333333333,22.552256908683812,12.42770121571275,8102226.329122109,5936377.747743254,5936377.747743254,5936377.747743254,154285.71428571438,1795345.577592983 
 02/04  20:00:00,10.75,22.218217671984977,11.438091840128868,8950379.401273994,5860851.394397255,5860851.394397255,5860851.394397255,1068715.2725467845,1801552.639249886 
 02/04  21:00:00,9.358333333333334,22.22245489300359,11.156358795526925,10683998.476973014,5788324.826793473,5788324.826793473,5788324.826793473,2889549.8226394625,1786863.7324600099 
 02/04  22:00:00,8.608333333333333,22.22248368151146,10.177868646363335,11593811.517428176,5275040.848512863,5275040.848512863,5275040.848512863,4340125.766572379,1766979.649990324 
 02/04  23:00:00,7.758333333333333,22.222463579213183,9.501506223922371,12131617.587676326,4175767.1653783405,4175767.1653783405,4175767.1653783405,6021780.006769419,1732848.0719262082 
 02/04  24:00:00,7.008333333333333,22.222445563727916,8.771458087842282,11349709.566762045,3228431.3064444675,3228431.3064444675,3228431.3064444675,7927821.156555152,0.0 
 02/05  01:00:00,5.75,22.222439325542897,7.787658755887801,12460657.35639762,2498479.0097388276,2498479.0097388276,2498479.0097388276,9771934.445588754,0.0 
 02/05  02:00:00,4.3583333333333325,22.22242923241943,7.304353150439309,13032890.189696588,2287908.203727021,2287908.203727021,2287908.203727021,10554738.084899528,0.0 
 02/05  03:00:00,4.541666666666667,22.22240768721076,7.62643232096599,14886904.10364993,2218387.455766968,2218387.455766968,2218387.455766968,10830345.142140754,1647927.6046721695 
 02/05  04:00:00,4.066666666666666,22.222397149279768,7.656276804373135,13673553.383770576,2167160.80380385,2167160.80380385,2167160.80380385,11316148.678896692,0.0 
 02/05  05:00:00,3.9833333333333343,22.222392107287508,7.574417292185366,14165484.933615297,2326991.86639299,2326991.86639299,2326991.86639299,11643964.895895755,0.0 
 02/05  06:00:00,3.8166666666666664,22.222380920427536,7.032329060247485,16569136.98332356,2888368.680950925,2888368.680950925,2888368.680950925,11774140.264630437,1705137.927248807 
 02/05  07:00:00,4.333333333333333,22.22240616679702,6.954186282119669,16834796.606362425,3455726.295687276,3455726.295687276,3455726.295687276,11567124.449937357,1796950.9148399886 
 02/05  08:00:00,5.408333333333334,22.222390836789614,8.19602978184133,14498343.40784114,3804342.957438114,3804342.957438114,3804342.957438114,8843847.673506036,1836764.4323453826 
 02/05  09:00:00,6.633333333333333,22.222330508548634,10.308295127181115,10886729.29295354,3331560.1762823085,3331560.1762823085,3331560.1762823085,5703409.024258262,1845869.2208102648 
 02/05  10:00:00,7.941666666666666,22.222600077999143,12.30817328942961,8833775.855545416,3145052.4172653225,3145052.4172653225,3145052.4172653225,3853475.0743714254,1831231.8605431856 
 02/05  11:00:00,9.741666666666667,22.194811761137444,15.721162647821401,6743177.922543047,3201316.809840188,3201316.809840188,3201316.809840188,1732753.5565571676,1805091.0527802093 
 02/05  12:00:00,10.991666666666665,22.173788890735583,17.23307226215796,5523549.563944926,3245056.7517732778,3245056.7517732778,3245056.7517732778,495736.24766417296,1778740.0611419922 
 02/05  13:00:00,13.299999999999999,22.426501165613747,18.324757704352702,5114397.261938661,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,1758805.6456245328 
 02/05  14:00:00,13.341666666666667,23.022866217040583,20.057512009854026,5047229.654644479,3143544.016284607,3143544.016284607,3143544.016284607,154285.71428571438,1745383.4207086763 
 02/05  15:00:00,12.941666666666668,23.374819756481163,19.79258820224263,5045494.149650584,3152610.4832543777,3152610.4832543777,3152610.4832543777,154285.71428571438,1734581.4487450093 
 02/05  16:00:00,13.983333333333334,23.545686971585713,18.14298603518409,3597474.474623157,3436226.8211706067,3436226.8211706067,3436226.8211706067,154285.71428571438,0.0 
 02/05  17:00:00,14.4,23.37408522470027,15.691052787858439,6281942.687928073,4368891.063756271,4368891.063756271,4368891.063756271,154285.71428571438,1743770.9639882867 
 02/05  18:00:00,13.525,23.079314804550112,13.742161751342932,7458269.611770671,5514884.4344747625,5514884.4344747625,5514884.4344747625,154285.71428571438,1768213.6455096859 
 02/05  19:00:00,11.208333333333334,22.6516813588433,11.352278412191437,8102086.582941288,5936377.747743254,5936377.747743254,5936377.747743254,154285.71428571438,1795205.831412163 
 02/05  20:00:00,9.65,22.19113495614575,10.000205092099465,8874776.775376573,5860851.394397255,5860851.394397255,5860851.394397255,993173.1075940963,1801492.1783051535 
 02/05  21:00:00,8.174999999999999,22.219259955876254,9.751246166407848,10690213.380813554,5788324.826793473,5788324.826793473,5788324.826793473,2895545.680334352,1787082.7786056604 
 02/05  22:00:00,6.658333333333334,22.22250639563312,8.894596750318232,11801422.488424825,5275040.848512863,5275040.848512863,5275040.848512863,4548060.034187617,1766656.3533717329 
 02/05  23:00:00,5.908333333333334,22.22247330152865,8.263322410122116,11831707.134741385,4175767.1653783405,4175767.1653783405,4175767.1653783405,6635544.543455891,819173.0823047964 
 02/05  24:00:00,6.983333333333333,22.22244267857799,8.601897223246231,12318706.072450446,3228431.3064444675,3228431.3064444675,3228431.3064444675,8002065.491484576,894752.1707589773 
 02/06  01:00:00,7.258333333333333,22.22240635101093,9.007028689553458,11793899.8735802,2519341.8750856025,2519341.8750856025,2519341.8750856025,9084314.09742456,0.0 
 02/06  02:00:00,6.45,22.222403011297015,8.495214480266274,12721506.598537145,2300485.626558334,2300485.626558334,2300485.626558334,10230777.070908774,0.0 
 02/06  03:00:00,5.5,22.222402675446546,7.8631021950767135,15103669.820941547,2226600.0926204654,2226600.0926204654,2226600.0926204654,11038336.30062732,1648489.526623727 
 02/06  04:00:00,6.050000000000001,22.222397890743583,7.838566445699166,13925221.854297508,2171740.4070940726,2171740.4070940726,2171740.4070940726,11563237.546133399,0.0 
 02/06  05:00:00,6.8,22.22239121141709,8.266989264958756,14064793.489490345,2335718.210080423,2335718.210080423,2335718.210080423,11534547.108083371,0.0 
 02/06  06:00:00,6.8,22.22239584096788,8.315836998476,15217126.994057652,2902111.397117286,2902111.397117286,2902111.397117286,11003914.29447909,1109611.1919678869 
 02/06  07:00:00,6.8,22.222394806734567,8.636807237921701,16332922.069341693,3490045.529346395,3490045.529346395,3490045.529346395,10396334.762504887,2431546.831592611 
 02/06  08:00:00,7.091666666666666,22.22241251102575,8.706275073820954,15040724.07626409,3872409.4070758065,3872409.4070758065,3872409.4070758065,9309454.934785511,1845471.389851165 
 02/06  09:00:00,7.3,22.222417681936165,9.241710219567263,13810233.170182794,3436548.288166884,3436548.288166884,3436548.288166884,8509269.35780876,1858524.6526044437 
 02/06  10:00:00,7.3,22.222398468295562,9.924983078447845,13602491.655167066,3287629.4627914913,3287629.4627914913,3287629.4627914913,8464180.802553125,1846664.886456967 
 02/06  11:00:00,8.233333333333333,22.222391334918683,10.876239171841872,14493642.32247787,3359522.254572048,3359522.254572048,3359522.254572048,7490848.279742615,3639255.284797727 
 02/06  12:00:00,8.9,22.222437763982086,15.263141430633857,9573780.630423108,3405817.7973429887,3405817.7973429887,3405817.7973429887,4373049.719964418,1790896.6097502192 
 02/06  13:00:00,10.591666666666667,22.22055466289372,21.64774512263355,5390779.863461016,3343416.5845005065,3343416.5845005065,3343416.5845005065,2043346.7755950268,0.0 
 02/06  14:00:00,13.025,22.21899980824168,17.354046267233013,6737495.806529653,3277253.218523652,3277253.218523652,3277253.218523652,1700857.6961009959,1755368.388539522 
 02/06  15:00:00,14.191666666666668,22.182829417483802,15.856802355434107,5894081.837058609,3272159.2094632606,3272159.2094632606,3272159.2094632606,874781.9564213413,1743124.1678085264 
 02/06  16:00:00,13.816666666666668,22.204728871083983,15.1866004807485,6406118.72135791,3549357.552769049,3549357.552769049,3549357.552769049,1112574.9051760994,1737224.324245926 
 02/06  17:00:00,12.466666666666669,22.222698763921574,13.691392523481708,9306551.579635758,4479188.816479392,4479188.816479392,4479188.816479392,3259962.904460895,1552404.9127976687 
 02/06  18:00:00,11.158333333333331,22.222431723518024,12.254167931081897,9969574.219008802,5624286.233621349,5624286.233621349,5624286.233621349,4062404.423180231,261997.74470671438 
 02/06  19:00:00,10.291666666666666,22.222457937819467,11.471938664882456,13424896.977263968,6045788.3062472865,6045788.3062472865,6045788.3062472865,4084879.3178211707,3078012.063695351 
 02/06  20:00:00,9.358333333333334,22.22246934287568,10.846518692241434,12776797.911716163,5971945.160957614,5971945.160957614,5971945.160957614,4301187.611735466,2284405.043943015 
 02/06  21:00:00,8.316666666666666,22.22246441496407,10.074774030945433,12951104.814774256,5899533.255808762,5899533.255808762,5899533.255808762,5036394.967662239,1795916.4962231843 
 02/06  22:00:00,7.258333333333333,22.222466263713773,9.008314712298096,13985437.079554893,5386254.039457358,5386254.039457358,5386254.039457358,6612454.52543544,1775063.2623094844 
 02/06  23:00:00,5.75,22.222465738261743,8.00028063927895,12540895.402920429,4262786.538241955,4262786.538241955,4262786.538241955,8076886.521076115,0.0 
 02/06  24:00:00,4.066666666666666,22.222399773344588,6.952355770411555,14817650.745660745,3276627.552965166,3276627.552965166,3276627.552965166,9646639.001402581,1700927.087530573 
 02/07  01:00:00,3.4,22.222463094094433,5.781759098139136,13604591.404844604,2519341.8750856025,2519341.8750856025,2519341.8750856025,10895005.628688963,0.0 
 02/07  02:00:00,3.4,22.222437255546097,6.097939537005196,13903149.33761142,2300485.626558334,2300485.626558334,2300485.626558334,11412419.809983045,0.0 
 02/07  03:00:00,2.466666666666667,22.222410435323102,6.136946545224968,14745971.807635492,2226600.0926204654,2226600.0926204654,2226600.0926204654,12329127.813944986,0.0 
 02/07  04:00:00,2.091666666666667,22.222419184662613,5.222520516687389,17255506.10439396,2171740.4070940726,2171740.4070940726,2171740.4070940726,13244185.459538598,1649336.3366912503 
 02/07  05:00:00,2.65,22.222424912018877,4.876137431306282,16023593.057899695,2335718.210080423,2335718.210080423,2335718.210080423,13493346.676492723,0.0 
 02/07  06:00:00,2.9000000000000004,22.22242278047743,4.63862625211778,17090397.153894667,2902111.397117286,2902111.397117286,2902111.397117286,13986795.646283992,0.0 
 02/07  07:00:00,2.9000000000000004,22.22242105535604,5.057607416251905,18909415.96274138,3490045.529346395,3490045.529346395,3490045.529346395,13603534.342607804,1800841.144889378 
 02/07  08:00:00,2.9000000000000004,22.222430172358216,5.720489198087418,19533018.743882895,3872409.4070758065,3872409.4070758065,3872409.4070758065,11956866.950770408,3690354.041485073 
 02/07  09:00:00,3.1916666666666664,22.222444347119374,6.113176821630734,16577492.409095155,3436548.288166884,3436548.288166884,3436548.288166884,11276484.975668008,1858568.2736575573 
 02/07  10:00:00,3.9833333333333343,22.222388418854518,7.620096530721675,14037213.713574445,3287629.4627914913,3287629.4627914913,3287629.4627914913,8899026.268802274,1846541.4786151983 
 02/07  11:00:00,5.158333333333334,22.22242607281179,10.632983575608465,11050142.784966715,3359522.254572048,3359522.254572048,3359522.254572048,5867062.693338905,1819541.3336902787 
 02/07  12:00:00,6.983333333333333,22.22277945909218,13.631457602910999,9165632.890053572,3405817.7973429887,3405817.7973429887,3405817.7973429887,3964746.919941304,1791051.669403798 
 02/07  13:00:00,8.775,22.222829979567152,15.852529813175735,7915771.408102564,3343416.5845005065,3343416.5845005065,3343416.5845005065,2798651.4351554643,1769686.8850811105 
 02/07  14:00:00,10.799999999999999,22.199183687118403,15.581044315537603,6176725.789879934,3277253.218523652,3277253.218523652,3277253.218523652,1140186.7218378999,1755269.3461528993 
 02/07  15:00:00,12.441666666666668,22.21090318556735,15.030946324390152,5173622.342786335,3272159.2094632606,3272159.2094632606,3272159.2094632606,154285.71428571438,1743160.9156718792 
 02/07  16:00:00,13.191666666666668,22.20921945769335,14.66080678214859,4547102.167286776,3549357.552769049,3549357.552769049,3549357.552769049,427976.762960823,562805.9123900677 
 02/07  17:00:00,13.691666666666668,22.215997285834977,14.835960339365693,7201143.4867358375,4479188.816479392,4479188.816479392,4479188.816479392,1522212.887760378,1184746.8365982661 
 02/07  18:00:00,13.316666666666668,22.220664075364567,14.310951177756786,8846097.877635948,5624286.233621349,5624286.233621349,5624286.233621349,1423949.12237809,1776976.7041360014 
 02/07  19:00:00,11.616666666666667,22.21851649088823,12.707994594888296,9869878.249903714,6045788.3062472865,6045788.3062472865,6045788.3062472865,1803589.1842159538,1804283.4699403143 
 02/07  20:00:00,10.700000000000001,22.222438882530884,11.951347070316663,10405787.130560089,5971945.160957614,5971945.160957614,5971945.160957614,2403306.3358477266,1811275.5386746777 
 02/07  21:00:00,10.291666666666666,22.222438022486262,11.56484229777953,10904335.538593102,5899533.255808762,5899533.255808762,5899533.255808762,2989453.790842085,1796088.3968621844 
 02/07  22:00:00,8.775,22.222417592877836,10.314291802670489,11857819.986987067,5386254.039457358,5386254.039457358,5386254.039457358,4484889.313866972,1775011.3813101256 
 02/07  23:00:00,9.533333333333333,22.22239779198932,10.492301749328446,11860737.085779378,4262786.538241955,4262786.538241955,4262786.538241955,5658622.628083462,1738105.5758516043 
 02/07  24:00:00,9.65,22.222403866420645,10.644581477072292,11656486.956108443,3276627.552965166,3276627.552965166,3276627.552965166,6485423.970846089,1700978.3285347645 
 02/08  01:00:00,8.9,22.222403979817155,9.966258324772374,10684430.167160043,2498479.0097388276,2498479.0097388276,2498479.0097388276,7995707.2563511785,0.0 
 02/08  02:00:00,8.9,22.222392058644882,10.05165399095502,11218599.856534608,2287908.203727021,2287908.203727021,2287908.203727021,8740447.75173755,0.0 
 02/08  03:00:00,8.9,22.223040772709766,10.00515479091161,11673003.946579963,2218387.455766968,2218387.455766968,2218387.455766968,9264372.589742957,0.0 
 02/08  04:00:00,8.9,22.223359141329695,10.150777374031547,11782205.581676302,2167160.80380385,2167160.80380385,2167160.80380385,9424800.876802415,0.0 
 02/08  05:00:00,9.191666666666666,22.223300986785187,10.59955036417444,12341855.191134848,2326991.86639299,2326991.86639299,2326991.86639299,9410600.005184062,409735.1482312429 
 02/08  06:00:00,9.4,22.223282671846135,10.768700684230994,13667647.161446013,2888368.680950925,2888368.680950925,2888368.680950925,9293440.993536467,1284347.3764652319 
 02/08  07:00:00,9.4,22.223302778930186,10.698157959868212,14538177.154693522,3455726.295687276,3455726.295687276,3455726.295687276,9270800.887493676,1796655.0256147676 
 02/08  08:00:00,9.75,22.2227050549013,11.056621175796769,13538571.380714636,3804342.957438114,3804342.957438114,3804342.957438114,7884044.817881374,1836795.2608435405 
 02/08  09:00:00,10.0,22.223410458201812,11.780294846632245,12774702.421352725,3331560.1762823085,3331560.1762823085,3331560.1762823085,6431497.4725634605,3005753.9009042485 
 02/08  10:00:00,10.408333333333333,22.222961012126778,13.08353881626135,10486740.613309864,3145052.4172653225,3145052.4172653225,3145052.4172653225,4827264.192127165,2510407.500551892 
 02/08  11:00:00,11.341666666666669,22.22318451886623,14.557558672509856,8674756.291545333,3201316.809840188,3201316.809840188,3201316.809840188,3664277.879345918,1805145.0989937435 
 02/08  12:00:00,12.733333333333334,22.22279001017937,15.841663042682535,7591408.536168664,3245056.7517732778,3245056.7517732778,3245056.7517732778,2563609.155092817,1778726.1259370865 
 02/08  13:00:00,13.983333333333334,22.223002816616262,16.637985878849104,7100898.326021522,3197289.398662933,3197289.398662933,3197289.398662933,2140686.072540948,1758906.3514521592 
 02/08  14:00:00,15.799999999999999,22.22302929159626,17.265147418415406,4895246.013255748,3143544.016284607,3143544.016284607,3143544.016284607,1747685.493605659,0.0 
 02/08  15:00:00,17.091666666666665,22.22289601911903,18.231493331740356,6010708.0134805655,3152610.4832543777,3152610.4832543777,3152610.4832543777,1119147.5145445135,1734933.5123161923 
 02/08  16:00:00,18.233333333333334,22.219501138201963,18.705439673167962,5408273.2763939295,3436226.8211706067,3436226.8211706067,3436226.8211706067,235292.62964544978,1729791.886411038 
 02/08  17:00:00,18.608333333333334,22.317847056920375,18.85704595086435,4538171.723939787,4368891.063756271,4368891.063756271,4368891.063756271,154285.71428571438,0.0 
 02/08  18:00:00,16.066666666666666,22.217748538996943,16.538473080434347,8649641.649867851,5514884.4344747625,5514884.4344747625,5514884.4344747625,1345463.073763466,1768408.324129113 
 02/08  19:00:00,11.191666666666668,22.22241228463839,12.349821870228054,12586067.583560139,5936377.747743254,5936377.747743254,5936377.747743254,4638335.051365696,1795137.4949510295 
 02/08  20:00:00,7.325,22.222316951419458,8.693896795657226,14842113.28874569,5860851.394397255,5860851.394397255,5860851.394397255,6960613.692117941,1801388.1071504236 
 02/08  21:00:00,5.5,22.222549543342442,7.013124021118934,15757359.476681832,5788324.826793473,5788324.826793473,5788324.826793473,7962954.868489058,1786819.6863192334 
 02/08  22:00:00,4.650000000000001,22.22253189582389,6.453054463836536,15589042.958635788,5275040.848512863,5275040.848512863,5275040.848512863,8335951.575105043,1766385.28266527 
 02/08  23:00:00,4.3999999999999995,22.22249345404268,6.192502641691012,15907875.194102388,4175767.1653783405,4175767.1653783405,4175767.1653783405,9798155.18124908,1732730.503872611 
 02/08  24:00:00,4.108333333333333,22.222468256373077,6.069101600678015,14442761.546011312,3228431.3064444675,3228431.3064444675,3228431.3064444675,11020873.135804422,0.0 
 02/09  01:00:00,3.899999999999999,22.222437290465336,5.77917468681359,16877390.264947888,2498479.0097388276,2498479.0097388276,2498479.0097388276,12522253.759357514,1666413.5947815098 
 02/09  02:00:00,3.608333333333333,22.222425456516266,5.502309235212607,16064341.917240411,2287908.203727021,2287908.203727021,2287908.203727021,13586189.812443353,0.0 
 02/09  03:00:00,2.758333333333333,22.22240996176103,4.7289936312232586,17289030.383967444,2218387.455766968,2218387.455766968,2218387.455766968,14880399.027130438,0.0 
 02/09  04:00:00,1.6583333333333332,22.223302966277714,3.580780861285481,18837988.67905335,2167160.80380385,2167160.80380385,2167160.80380385,16480583.974179465,0.0 
 02/09  05:00:00,0.9083333333333335,22.223230820769686,2.7701763176148493,20125973.13912009,2326991.86639299,2326991.86639299,2326991.86639299,17604453.10140055,0.0 
 02/09  06:00:00,0.2916666666666667,22.223087605384396,2.0009408303741814,23675933.42149697,2888368.680950925,2888368.680950925,2888368.680950925,18881059.622876555,1705015.0071760972 
