Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/08  05:00:00,12341855.191134848,2326991.86639299,2326991.86639299,2326991.86639299,9410600.005184062,409735.1482312429 
 02/08  06:00:00,13667647.161446013,2888368.680950925,2888368.680950925,2888368.680950925,9293440.993536467,1284347.3764652319 
 02/08  07:00:00,14538177.154693522,3455726.295687276,3455726.295687276,3455726.295687276,9270800.887493676,1796655.0256147676 
 02/08  08:00:00,13538571.380714636,3804342.957438114,3804342.957438114,3804342.957438114,7884044.817881374,1836795.2608435405 
 02/08  09:00:00,12774702.421352725,3331560.1762823085,3331560.1762823085,3331560.1762823085,6431497.4725634605,3005753.9009042485 
 02/08  10:00:00,10486740.613309864,3145052.4172653225,3145052.4172653225,3145052.4172653225,4827264.192127165,2510407.500551892 
 02/08  11:00:00,8674756.291545333,3201316.809840188,3201316.809840188,3201316.809840188,3664277.879345918,1805145.0989937435 
 02/08  12:00:00,7591408.536168664,3245056.7517732778,3245056.7517732778,3245056.7517732778,2563609.155092817,1778726.1259370865 
 02/08  13:00:00,7100898.326021522,3197289.398662933,3197289.398662933,3197289.398662933,2140686.072540948,1758906.3514521592 
 02/08  14:00:00,4895246.013255748,3143544.016284607,3143544.016284607,3143544.016284607,1747685.493605659,0.0 
 02/08  15:00:00,6010708.0134805655,3152610.4832543777,3152610.4832543777,3152610.4832543777,1119147.5145445135,1734933.5123161923 
 02/08  16:00:00,5408273.2763939295,3436226.8211706067,3436226.8211706067,3436226.8211706067,235292.62964544978,1729791.886411038 
 02/08  17:00:00,4538171.723939787,4368891.063756271,4368891.063756271,4368891.063756271,154285.71428571438,0.0 
 02/08  18:00:00,8649641.649867851,5514884.4344747625,5514884.4344747625,5514884.4344747625,1345463.073763466,1768408.324129113 
 02/08  19:00:00,12586067.583560139,5936377.747743254,5936377.747743254,5936377.747743254,4638335.051365696,1795137.4949510295 
 02/08  20:00:00,14842113.28874569,5860851.394397255,5860851.394397255,5860851.394397255,6960613.692117941,1801388.1071504236 
 02/08  21:00:00,15757359.476681832,5788324.826793473,5788324.826793473,5788324.826793473,7962954.868489058,1786819.6863192334 
 02/08  22:00:00,15589042.958635788,5275040.848512863,5275040.848512863,5275040.848512863,8335951.575105043,1766385.28266527 
 02/08  23:00:00,15907875.194102388,4175767.1653783405,4175767.1653783405,4175767.1653783405,9798155.18124908,1732730.503872611 
 02/08  24:00:00,14442761.546011312,3228431.3064444675,3228431.3064444675,3228431.3064444675,11020873.135804422,0.0 
 02/09  01:00:00,16877390.264947888,2498479.0097388276,2498479.0097388276,2498479.0097388276,12522253.759357514,1666413.5947815098 
 02/09  02:00:00,16064341.917240411,2287908.203727021,2287908.203727021,2287908.203727021,13586189.812443353,0.0 
 02/09  03:00:00,17289030.383967444,2218387.455766968,2218387.455766968,2218387.455766968,14880399.027130438,0.0 
 02/09  04:00:00,18837988.67905335,2167160.80380385,2167160.80380385,2167160.80380385,16480583.974179465,0.0 
 02/09  05:00:00,20125973.13912009,2326991.86639299,2326991.86639299,2326991.86639299,17604453.10140055,0.0 
 02/09  06:00:00,23675933.42149697,2888368.680950925,2888368.680950925,2888368.680950925,18881059.622876555,1705015.0071760972 
 02/09  07:00:00,24620787.810781255,3455726.295687276,3455726.295687276,3455726.295687276,19353149.65213658,1796916.9170595931 
 02/09  08:00:00,20801329.34961813,3804342.957438114,3804342.957438114,3804342.957438114,15147326.170228949,1836271.8773994597 
 02/09  09:00:00,17211892.051143724,3331560.1762823085,3331560.1762823085,3331560.1762823085,12029125.595234038,1845315.408024667 
 02/09  10:00:00,17560221.079754774,3145052.4172653225,3145052.4172653225,3145052.4172653225,10748780.132085674,3662372.0270382967 
 02/09  11:00:00,14424066.746187095,3201316.809840188,3201316.809840188,3201316.809840188,9413923.077734118,1804810.3552473062 
 02/09  12:00:00,14341252.812541213,3245056.7517732778,3245056.7517732778,3245056.7517732778,9313336.243972048,1778843.313430403 
 02/09  13:00:00,12302156.148992037,3197289.398662933,3197289.398662933,3197289.398662933,9100850.24696362,0.0 
 02/09  14:00:00,13430476.209389474,3143544.016284607,3143544.016284607,3143544.016284607,8537067.484832922,1745848.2049064636 
 02/09  15:00:00,13752467.116734352,3152610.4832543777,3152610.4832543777,3152610.4832543777,8861070.619153028,1734769.5109614644 
 02/09  16:00:00,14958200.086153327,3436226.8211706067,3436226.8211706067,3436226.8211706067,9785289.964926068,1729721.3608898139 
 02/09  17:00:00,15943341.170498682,4368891.063756271,4368891.063756271,4368891.063756271,11559455.160844607,0.0 
 02/09  18:00:00,19510193.013147905,5514884.4344747625,5514884.4344747625,5514884.4344747625,12205787.98798194,1768634.7731906942 
 02/09  19:00:00,20565849.803638123,5936377.747743254,5936377.747743254,5936377.747743254,12618293.062171148,1794961.7042235564 
 02/09  20:00:00,20656437.522950202,5860851.394397255,5860851.394397255,5860851.394397255,12774808.52403878,1801517.509434096 
 02/09  21:00:00,21607253.909921158,5788324.826793473,5788324.826793473,5788324.826793473,13812779.564843396,1786889.423204218 
 02/09  22:00:00,22344555.778862298,5275040.848512863,5275040.848512863,5275040.848512863,15091388.640540883,1766461.03745594 
 02/09  23:00:00,22457430.708483692,4175767.1653783405,4175767.1653783405,4175767.1653783405,16347777.912091697,1732663.287411299 
 02/09  24:00:00,21239403.616342504,3228431.3064444675,3228431.3064444675,3228431.3064444675,17817515.20613561,0.0 
 02/10  01:00:00,23432964.76732533,2498479.0097388276,2498479.0097388276,2498479.0097388276,19077917.361334868,1666324.4951816 
 02/10  02:00:00,22505364.372244064,2287908.203727021,2287908.203727021,2287908.203727021,20027212.267447006,0.0 
 02/10  03:00:00,22361746.358918477,2218387.455766968,2218387.455766968,2218387.455766968,19953115.00208147,0.0 
 02/10  04:00:00,21783487.911366604,2167160.80380385,2167160.80380385,2167160.80380385,19426083.206492715,0.0 
 02/10  05:00:00,22616998.513571177,2326991.86639299,2326991.86639299,2326991.86639299,20095478.475851633,0.0 
 02/10  06:00:00,25227761.795099143,2888368.680950925,2888368.680950925,2888368.680950925,20433016.305560563,1704886.6980942653 
 02/10  07:00:00,26407810.238693547,3455726.295687276,3455726.295687276,3455726.295687276,21140176.290609684,1796912.7064987852 
 02/10  08:00:00,23603904.20279301,3804342.957438114,3804342.957438114,3804342.957438114,17949869.268468145,1836303.6323351464 
 02/10  09:00:00,19790729.26048845,3331560.1762823085,3331560.1762823085,3331560.1762823085,14607851.220555076,1845426.9920483571 
 02/10  10:00:00,19618976.792263478,3145052.4172653225,3145052.4172653225,3145052.4172653225,14319074.665106323,2150833.206526352 
 02/10  11:00:00,20267619.2840701,3201316.809840188,3201316.809840188,3201316.809840188,13959156.63283467,3103129.338029758 
 02/10  12:00:00,17318460.853464037,3245056.7517732778,3245056.7517732778,3245056.7517732778,13597810.085413197,471577.5129120783 
 02/10  13:00:00,17604111.952788085,3197289.398662933,3197289.398662933,3197289.398662933,12924651.321323622,1478154.7294360518 
 02/10  14:00:00,17649635.64007232,3143544.016284607,3143544.016284607,3143544.016284607,12756258.66721122,1745816.4532110104 
 02/10  15:00:00,17642300.289396994,3152610.4832543777,3152610.4832543777,3152610.4832543777,12750839.893590255,1734833.409186877 
 02/10  16:00:00,16944571.100576982,3436226.8211706067,3436226.8211706067,3436226.8211706067,13501382.34023954,0.0 
 02/10  17:00:00,21265268.132379323,4368891.063756271,4368891.063756271,4368891.063756271,15137028.767152045,1744353.3555732078 
 02/10  18:00:00,23519212.75139474,5514884.4344747625,5514884.4344747625,5514884.4344747625,16215083.665464764,1768358.8339547056 
 02/10  19:00:00,24333834.311976235,5936377.747743254,5936377.747743254,5936377.747743254,16386021.166596241,1795218.108136584 
 02/10  20:00:00,24315568.59046318,5860851.394397255,5860851.394397255,5860851.394397255,16433948.89422476,1801508.2067610952 
 02/10  21:00:00,25585998.81431537,5788324.826793473,5788324.826793473,5788324.826793473,17791703.64515623,1786710.2472855975 
 02/10  22:00:00,26246775.941039708,5275040.848512863,5275040.848512863,5275040.848512863,18993471.21528286,1766598.624891373 
 02/10  23:00:00,27017950.06022592,4175767.1653783405,4175767.1653783405,4175767.1653783405,20908360.2220503,1732600.3291949197 
 02/10  24:00:00,24665881.037205085,3228431.3064444675,3228431.3064444675,3228431.3064444675,21243992.626998194,0.0 
 02/11  01:00:00,24508550.41325825,2498479.0097388276,2498479.0097388276,2498479.0097388276,21819827.502449386,0.0 
 02/11  02:00:00,27282066.65555337,2287908.203727021,2287908.203727021,2287908.203727021,23150546.153596696,1653368.3971596118 
 02/11  03:00:00,27039044.516792897,2218387.455766968,2218387.455766968,2218387.455766968,24630413.15995589,0.0 
 02/11  04:00:00,28713217.0323611,2167160.80380385,2167160.80380385,2167160.80380385,26355812.327487215,0.0 
 02/11  05:00:00,28058299.76405637,2326991.86639299,2326991.86639299,2326991.86639299,25536779.726336822,0.0 
 02/11  06:00:00,29037749.91674342,2888368.680950925,2888368.680950925,2888368.680950925,24242913.29669542,1704977.828603687 
 02/11  07:00:00,30731906.943917893,3455726.295687276,3455726.295687276,3455726.295687276,25464821.245133586,1796364.4571992278 
 02/11  08:00:00,28653043.475237116,3804342.957438114,3804342.957438114,3804342.957438114,22999313.257588618,1835998.9156587804 
 02/11  09:00:00,24205261.268097617,3331560.1762823085,3331560.1762823085,3331560.1762823085,19022911.355343953,1844898.8648686493 
 02/11  10:00:00,21588457.93035373,3145052.4172653225,3145052.4172653225,3145052.4172653225,16608485.051621344,1830903.9581015855 
 02/11  11:00:00,20563601.744654015,3201316.809840188,3201316.809840188,3201316.809840188,15553615.103626778,1804653.327821567 
 02/11  12:00:00,20918372.003249194,3245056.7517732778,3245056.7517732778,3245056.7517732778,15890615.492563698,1778683.2555467358 
 02/11  13:00:00,20953047.455314472,3197289.398662933,3197289.398662933,3197289.398662933,15993320.585217481,1758420.9680685783 
 02/11  14:00:00,21115645.07707339,3143544.016284607,3143544.016284607,3143544.016284607,16222298.771750506,1745785.7856727936 
 02/11  15:00:00,23248058.025608495,3152610.4832543777,3152610.4832543777,3152610.4832543777,18356637.381675404,1734793.6573132293 
 02/11  16:00:00,23508880.12046317,3436226.8211706067,3436226.8211706067,3436226.8211706067,20065691.36012573,0.0 
 02/11  17:00:00,25775659.004474975,4368891.063756271,4368891.063756271,4368891.063756271,19647452.204095352,1744320.7907255501 
 02/11  18:00:00,27096565.451519117,5514884.4344747625,5514884.4344747625,5514884.4344747625,19792625.278474435,1768169.9210694125 
 02/11  19:00:00,27600606.66155459,5936377.747743254,5936377.747743254,5936377.747743254,19653143.616735857,1794868.0075753215 
 02/11  20:00:00,27279566.232379958,5860851.394397255,5860851.394397255,5860851.394397255,19398474.814686384,1800979.9282162455 
 02/11  21:00:00,27895964.13091471,5788324.826793473,5788324.826793473,5788324.826793473,20101931.60825423,1786447.6007869386 
 02/11  22:00:00,27481946.606138535,5275040.848512863,5275040.848512863,5275040.848512863,20228663.783455994,1766576.7218170704 
 02/11  23:00:00,26934075.082098212,4175767.1653783405,4175767.1653783405,4175767.1653783405,20824531.64595313,1732553.9271643863 
 02/11  24:00:00,25786481.164281566,3228431.3064444675,3228431.3064444675,3228431.3064444675,22364592.754074674,0.0 
 02/12  01:00:00,26351675.426371843,2498479.0097388276,2498479.0097388276,2498479.0097388276,23662952.515562974,0.0 
 02/12  02:00:00,27241867.35259404,2287908.203727021,2287908.203727021,2287908.203727021,24763715.24779698,0.0 
 02/12  03:00:00,28957540.105311394,2218387.455766968,2218387.455766968,2218387.455766968,24901010.633723553,1647898.1147508333 
 02/12  04:00:00,27465746.9476024,2167160.80380385,2167160.80380385,2167160.80380385,25108342.242728516,0.0 
 02/12  05:00:00,29000558.11821647,2326991.86639299,2326991.86639299,2326991.86639299,26479038.080496926,0.0 
 02/12  06:00:00,30732398.013460666,2888368.680950925,2888368.680950925,2888368.680950925,25937633.217055425,1704906.0049609293 
 02/12  07:00:00,30039253.981254864,3455726.295687276,3455726.295687276,3455726.295687276,24771914.452818092,1796618.2868516955 
 02/12  08:00:00,28730055.7696584,3804342.957438114,3804342.957438114,3804342.957438114,23076079.014154397,1836245.453514284 
 02/12  09:00:00,25035790.93752792,3331560.1762823085,3331560.1762823085,3331560.1762823085,19853212.537441127,1845127.3522017798 
 02/12  10:00:00,25083867.600179356,3145052.4172653225,3145052.4172653225,3145052.4172653225,20104156.807130788,1830641.872417764 
 02/12  11:00:00,24607598.34300531,3201316.809840188,3201316.809840188,3201316.809840188,19597505.837846603,1804759.1919530353 
 02/12  12:00:00,22506747.571328904,3245056.7517732778,3245056.7517732778,3245056.7517732778,17479473.964538638,1778200.351651513 
 02/12  13:00:00,22956734.659256343,3197289.398662933,3197289.398662933,3197289.398662933,17996802.460733443,1758626.296494484 
 02/12  14:00:00,23280765.544155955,3143544.016284607,3143544.016284607,3143544.016284607,18387825.711209223,1745379.3132966429 
 02/12  15:00:00,23582797.75210435,3152610.4832543777,3152610.4832543777,3152610.4832543777,18691433.282643586,1734737.4828409045 
 02/12  16:00:00,22835228.91373517,3436226.8211706067,3436226.8211706067,3436226.8211706067,19392040.153397724,0.0 
 02/12  17:00:00,27050978.45159307,4368891.063756271,4368891.063756271,4368891.063756271,20923002.922670297,1744089.5192687025 
 02/12  18:00:00,28341804.14831406,5514884.4344747625,5514884.4344747625,5514884.4344747625,21037691.564900957,1768342.3314378276 
 02/12  19:00:00,28353489.588201586,5936377.747743254,5936377.747743254,5936377.747743254,20406004.929342996,1794889.6216151763 
 02/12  20:00:00,28710417.14194542,5860851.394397255,5860851.394397255,5860851.394397255,20829069.903798822,1801235.7486692728 
 02/12  21:00:00,29765629.274846524,5788324.826793473,5788324.826793473,5788324.826793473,21971443.987870164,1786600.3651028113 
 02/12  22:00:00,30341042.133451566,5275040.848512863,5275040.848512863,5275040.848512863,23088254.64430902,1766081.3882770697 
 02/12  23:00:00,28466876.76431696,4175767.1653783405,4175767.1653783405,4175767.1653783405,24089887.255336262,0.0 
 02/12  24:00:00,31528557.996824365,3228431.3064444675,3228431.3064444675,3228431.3064444675,26408676.669063196,1697992.9175542768 
 02/13  01:00:00,30381979.675865836,2519341.8750856025,2519341.8750856025,2519341.8750856025,27672393.899710197,0.0 
 02/13  02:00:00,29959776.555279724,2300485.626558334,2300485.626558334,2300485.626558334,27469047.027651355,0.0 
 02/13  03:00:00,31596159.63758831,2226600.0926204654,2226600.0926204654,2226600.0926204654,27530869.51244794,1648446.1314498682 
 02/13  04:00:00,29754240.709736243,2171740.4070940726,2171740.4070940726,2171740.4070940726,27392256.40157213,0.0 
 02/13  05:00:00,29956687.769204795,2335718.210080423,2335718.210080423,2335718.210080423,27426441.38779782,0.0 
 02/13  06:00:00,31364337.59524112,2902111.397117286,2902111.397117286,2902111.397117286,28260736.087630443,0.0 
 02/13  07:00:00,33900781.10144992,3490045.529346395,3490045.529346395,3490045.529346395,27735700.771647707,2660039.8545580194 
 02/13  08:00:00,32640291.824454024,3872409.4070758065,3872409.4070758065,3872409.4070758065,25946420.260983974,2808073.811842635 
 02/13  09:00:00,32298443.25948281,3436548.288166884,3436548.288166884,3436548.288166884,26997994.363498807,1858009.7362144103 
 02/13  10:00:00,32387717.35225591,3287629.4627914913,3287629.4627914913,3287629.4627914913,27250642.31561649,1845429.0704824473 
 02/13  11:00:00,30835471.127253965,3359522.254572048,3359522.254572048,3359522.254572048,25240946.240595393,2230986.128721039 
 02/13  12:00:00,27860322.960637353,3405817.7973429887,3405817.7973429887,3405817.7973429887,22670573.474461406,1779915.1854674735 
 02/13  13:00:00,25029191.127577655,3343416.5845005065,3343416.5845005065,3343416.5845005065,20303677.391643252,1378080.6480684078 
 02/13  14:00:00,24240285.474949777,3277253.218523652,3277253.218523652,3277253.218523652,19204216.116749294,1754799.6363113534 
 02/13  15:00:00,22780816.872010905,3272159.2094632606,3272159.2094632606,3272159.2094632606,17761760.05133716,1742881.1078450023 
 02/13  16:00:00,23220151.605941936,3549357.552769049,3549357.552769049,3549357.552769049,17926998.326910906,1736833.7870951486 
 02/13  17:00:00,24779270.36029607,4479188.816479392,4479188.816479392,4479188.816479392,20285086.59791888,0.0 
 02/13  18:00:00,28342874.1369381,5624286.233621349,5624286.233621349,5624286.233621349,20921259.66035336,1776442.425462885 
 02/13  19:00:00,27700109.655490648,6045788.3062472865,6045788.3062472865,6045788.3062472865,19634445.11030115,1803658.9494420514 
 02/13  20:00:00,28957880.34424162,5971945.160957614,5971945.160957614,5971945.160957614,19856331.172789805,2910343.915414127 
 02/13  21:00:00,29261049.232144322,5899533.255808762,5899533.255808762,5899533.255808762,20890365.639720775,2251890.2415347123 
 02/13  22:00:00,27132252.503353193,5386254.039457358,5386254.039457358,5386254.039457358,21289339.726444773,244993.48509844532 
 02/13  23:00:00,27934742.3374952,4262786.538241955,4262786.538241955,4262786.538241955,21732997.134221666,1737736.3214292177 
 02/13  24:00:00,28601736.159157656,3276627.552965166,3276627.552965166,3276627.552965166,23431260.61147358,1700390.89095649 
 02/14  01:00:00,27650045.50325691,2519341.8750856025,2519341.8750856025,2519341.8750856025,24940459.727101266,0.0 
 02/14  02:00:00,28454015.270045783,2300485.626558334,2300485.626558334,2300485.626558334,25963285.74241741,0.0 
 02/14  03:00:00,30198740.376509864,2226600.0926204654,2226600.0926204654,2226600.0926204654,27781896.382819362,0.0 
 02/14  04:00:00,31116815.901408166,2171740.4070940726,2171740.4070940726,2171740.4070940726,28754831.593244053,0.0 
 02/14  05:00:00,33266592.608974993,2335718.210080423,2335718.210080423,2335718.210080423,29074879.25872525,1661466.9688427665 
 02/14  06:00:00,32314947.385607682,2902111.397117286,2902111.397117286,2902111.397117286,29211345.877997003,0.0 
 02/14  07:00:00,35329144.33713175,3490045.529346395,3490045.529346395,3490045.529346395,30024276.792462092,1799827.0694254674 
 02/14  08:00:00,34736293.64651152,3872409.4070758065,3872409.4070758065,3872409.4070758065,28561443.785210624,2289052.109673479 
 02/14  09:00:00,36356054.84051335,3436548.288166884,3436548.288166884,3436548.288166884,29646234.373477843,3267381.307265923 
 02/14  10:00:00,36088270.00081386,3287629.4627914913,3287629.4627914913,3287629.4627914913,30950978.35219702,1845645.6824598634 
 02/14  11:00:00,36557754.297008336,3359522.254572048,3359522.254572048,3359522.254572048,31375485.910891727,1818729.6281790803 
 02/14  12:00:00,36931418.2718624,3405817.7973429887,3405817.7973429887,3405817.7973429887,31731363.285535254,1790220.685618678 
 02/14  13:00:00,36857847.64519685,3343416.5845005065,3343416.5845005065,3343416.5845005065,31741421.369543362,1768993.1877874958 
 02/14  14:00:00,37478441.00553724,3277253.218523652,3277253.218523652,3277253.218523652,32442255.92784886,1754915.3557992443 
 02/14  15:00:00,38740932.72563237,3272159.2094632606,3272159.2094632606,3272159.2094632606,33722323.84638843,1742433.166415199 
 02/14  16:00:00,36323765.00667082,3549357.552769049,3549357.552769049,3549357.552769049,32767445.51473493,0.0 
 02/14  17:00:00,39784443.81926729,4479188.816479392,4479188.816479392,4479188.816479392,33538142.29121148,1752117.765678611 
 02/14  18:00:00,41765791.265038215,5624286.233621349,5624286.233621349,5624286.233621349,34344297.278003395,1776321.9359129579 
 02/14  19:00:00,42204642.45727471,6045788.3062472865,6045788.3062472865,6045788.3062472865,34138830.09507259,1803806.7664546836 
 02/14  20:00:00,43753214.43895721,5971945.160957614,5971945.160957614,5971945.160957614,35751761.351685666,1810247.8312338623 
 02/14  21:00:00,45177719.84732823,5899533.255808762,5899533.255808762,5899533.255808762,37263579.7490383,1795346.7474010945 
 02/14  22:00:00,43208077.21506865,5386254.039457358,5386254.039457358,5386254.039457358,35835839.06047095,1774318.8627877275 
 02/14  23:00:00,40897488.30664191,4262786.538241955,4262786.538241955,4262786.538241955,34696200.696373776,1737278.7284238215 
 02/14  24:00:00,41700754.559971236,3276627.552965166,3276627.552965166,3276627.552965166,38230669.903243646,0.0 
 02/15  01:00:00,44844130.55509146,2498479.0097388276,2498479.0097388276,2498479.0097388276,40489179.02097987,1666228.6233027307 
 02/15  02:00:00,42708181.173199676,2287908.203727021,2287908.203727021,2287908.203727021,40230029.06840262,0.0 
 02/15  03:00:00,44238179.24247024,2218387.455766968,2218387.455766968,2218387.455766968,41829547.88563323,0.0 
 02/15  04:00:00,44494745.90347648,2167160.80380385,2167160.80380385,2167160.80380385,42137341.198602594,0.0 
 02/15  05:00:00,44658861.23632214,2326991.86639299,2326991.86639299,2326991.86639299,42137341.198602594,0.0 
 02/15  06:00:00,46932131.82871409,2888368.680950925,2888368.680950925,2888368.680950925,42137341.198602594,1704931.8386671802 
 02/15  07:00:00,47404280.1665441,3455726.295687276,3455726.295687276,3455726.295687276,42137341.198602594,1796217.7263564304 
 02/15  08:00:00,47790716.3901671,3804342.957438114,3804342.957438114,3804342.957438114,42137341.198602594,1835643.8895747848 
 02/15  09:00:00,45124071.77388477,3331560.1762823085,3331560.1762823085,3331560.1762823085,39942473.743057795,1844146.9829419577 
 02/15  10:00:00,44656615.70971124,3145052.4172653225,3145052.4172653225,3145052.4172653225,38178037.02627066,3329509.762809773 
 02/15  11:00:00,42817654.394460976,3201316.809840188,3201316.809840188,3201316.809840188,37482283.90305577,2130037.178199538 
 02/15  12:00:00,37771026.776837766,3245056.7517732778,3245056.7517732778,3245056.7517732778,33058872.98032339,1463080.5413756196 
 02/15  13:00:00,34574003.81579835,3197289.398662933,3197289.398662933,3197289.398662933,31061452.65484236,311245.2589275708 
 02/15  14:00:00,35729704.1948428,3143544.016284607,3143544.016284607,3143544.016284607,30836986.622279473,1745157.052913242 
 02/15  15:00:00,34225894.564297825,3152610.4832543777,3152610.4832543777,3152610.4832543777,29334752.08251378,1734515.4951641832 
 02/15  16:00:00,31487056.722074885,3436226.8211706067,3436226.8211706067,3436226.8211706067,27960264.231498446,83603.73023899467 
 02/15  17:00:00,34591576.31963414,4368891.063756271,4368891.063756271,4368891.063756271,28548066.6286866,1659623.6812934645 
 02/15  18:00:00,36102157.99843323,5514884.4344747625,5514884.4344747625,5514884.4344747625,28798749.553062893,1767638.1933950647 
 02/15  19:00:00,37164526.2985439,5936377.747743254,5936377.747743254,5936377.747743254,29217314.880057722,1794616.3812427716 
 02/15  20:00:00,38585996.29036289,5860851.394397255,5860851.394397255,5860851.394397255,30705219.642566793,1800665.1583187627 
 02/15  21:00:00,38960746.86154167,5788324.826793473,5788324.826793473,5788324.826793473,31167330.519811913,1785831.4198562186 
 02/15  22:00:00,39376080.61636682,5275040.848512863,5275040.848512863,5275040.848512863,32123261.99746354,1766112.5180378046 
 02/15  23:00:00,41033441.04198568,4175767.1653783405,4175767.1653783405,4175767.1653783405,34924198.408907846,1732253.1240971358 
 02/15  24:00:00,40075740.93510081,3228431.3064444675,3228431.3064444675,3228431.3064444675,36653852.52489391,0.0 
 02/16  01:00:00,39794366.619167954,2498479.0097388276,2498479.0097388276,2498479.0097388276,37105643.70835909,0.0 
 02/16  02:00:00,40905615.31818683,2287908.203727021,2287908.203727021,2287908.203727021,36774458.929406196,1653004.2839835677 
 02/16  03:00:00,39357229.83169921,2218387.455766968,2218387.455766968,2218387.455766968,36948598.4748622,0.0 
 02/16  04:00:00,39092806.06461364,2167160.80380385,2167160.80380385,2167160.80380385,36735401.35973975,0.0 
 02/16  05:00:00,38365721.36360638,2326991.86639299,2326991.86639299,2326991.86639299,35844201.32588684,0.0 
 02/16  06:00:00,40088216.0854833,2888368.680950925,2888368.680950925,2888368.680950925,35293640.225608185,1704717.0684307918 
 02/16  07:00:00,41318273.820776895,3455726.295687276,3455726.295687276,3455726.295687276,36051849.12390012,1795703.4552916964 
 02/16  08:00:00,36471158.21064267,3804342.957438114,3804342.957438114,3804342.957438114,30818112.14883569,1835314.7598172626 
 02/16  09:00:00,31446313.132378675,3331560.1762823085,3331560.1762823085,3331560.1762823085,26264652.48234179,1844209.602151872 
 02/16  10:00:00,28258693.354173057,3145052.4172653225,3145052.4172653225,3145052.4172653225,23279591.61426499,1830032.819277261 
 02/16  11:00:00,25501894.675185625,3201316.809840188,3201316.809840188,3201316.809840188,20492841.656145595,1803719.7058343603 
 02/16  12:00:00,24337882.01608326,3245056.7517732778,3245056.7517732778,3245056.7517732778,19311041.092186134,1777767.6687583649 
 02/16  13:00:00,22740249.245931376,3197289.398662933,3197289.398662933,3197289.398662933,17781083.245316863,1757860.0985860978 
 02/16  14:00:00,22206834.88481042,3143544.016284607,3143544.016284607,3143544.016284607,17314219.21405612,1745055.151104213 
 02/16  15:00:00,22972764.50790868,3152610.4832543777,3152610.4832543777,3152610.4832543777,18081777.180874478,1734360.3404143415 
 02/16  16:00:00,22663970.78106612,3436226.8211706067,3436226.8211706067,3436226.8211706067,19220782.020728678,0.0 
 02/16  17:00:00,26788900.669289004,4368891.063756271,4368891.063756271,4368891.063756271,20661481.92504475,1743532.7345901844 
 02/16  18:00:00,28892871.731071994,5514884.4344747625,5514884.4344747625,5514884.4344747625,21589609.134608388,1767492.344488332 
 02/16  19:00:00,31262339.248252034,5936377.747743254,5936377.747743254,5936377.747743254,23315269.57644313,1794474.6345654933 
 02/16  20:00:00,31570876.846845444,5860851.394397255,5860851.394397255,5860851.394397255,23690463.887775205,1800301.469592914 
 02/16  21:00:00,32900171.994305804,5788324.826793473,5788324.826793473,5788324.826793473,25106926.796475504,1785660.2759567574 
 02/16  22:00:00,31885287.998005055,5275040.848512863,5275040.848512863,5275040.848512863,24632622.849590097,1765959.0475494904 
 02/16  23:00:00,29074422.37472731,4175767.1653783405,4175767.1653783405,4175767.1653783405,22965344.81854462,1732088.0472019871 
 02/16  24:00:00,27142479.117180005,3228431.3064444675,3228431.3064444675,3228431.3064444675,23720590.706973113,0.0 
 02/17  01:00:00,26942081.223485876,2498479.0097388276,2498479.0097388276,2498479.0097388276,24253358.312677007,0.0 
 02/17  02:00:00,26351463.29955574,2287908.203727021,2287908.203727021,2287908.203727021,23873311.19475869,0.0 
 02/17  03:00:00,28113431.02539231,2218387.455766968,2218387.455766968,2218387.455766968,24056943.34312068,1647856.3254346147 
 02/17  04:00:00,26976670.75878211,2167160.80380385,2167160.80380385,2167160.80380385,24619266.053908225,0.0 
 02/17  05:00:00,27321397.927968524,2326991.86639299,2326991.86639299,2326991.86639299,24799877.89024898,0.0 
 02/17  06:00:00,27321596.156346798,2888368.680950925,2888368.680950925,2888368.680950925,24231737.36490248,0.0 
 02/17  07:00:00,29022450.36627178,3455726.295687276,3455726.295687276,3455726.295687276,23280936.039796054,2270793.0848906455 
 02/17  08:00:00,28521250.708464406,3804342.957438114,3804342.957438114,3804342.957438114,21518555.999859378,3184963.406615302 
 02/17  09:00:00,26192082.274828587,3331560.1762823085,3331560.1762823085,3331560.1762823085,21010984.677498426,1843646.5494451434 
 02/17  10:00:00,27302271.468100473,3145052.4172653225,3145052.4172653225,3145052.4172653225,22323432.24989007,1829770.2975796 
 02/17  11:00:00,27297844.852660697,3201316.809840188,3201316.809840188,3201316.809840188,22288940.280501287,1803571.2589537431 
 02/17  12:00:00,26921227.70222088,3245056.7517732778,3245056.7517732778,3245056.7517732778,21894638.72591785,1777515.7211642696 
 02/17  13:00:00,25324815.71556087,3197289.398662933,3197289.398662933,3197289.398662933,20365451.808417574,1758058.0051148832 
 02/17  14:00:00,23659534.310342506,3143544.016284607,3143544.016284607,3143544.016284607,18766761.60633853,1745212.1843538873 
 02/17  15:00:00,21228247.116446953,3152610.4832543777,3152610.4832543777,3152610.4832543777,18071620.129827093,0.0 
 02/17  16:00:00,22450199.465704843,3436226.8211706067,3436226.8211706067,3436226.8211706067,17278059.425374374,1728951.2799930265 
