Time,Unit,Value
11/25/2021 18:23,C,30.761
11/25/2021 18:28,C,28.45
11/25/2021 18:33,C,28.075
11/25/2021 18:38,C,28.013
11/25/2021 18:43,C,28.013
11/25/2021 18:48,C,28.013
11/25/2021 18:53,C,28.013
11/25/2021 18:58,C,28.013
11/25/2021 19:03,C,28.075
11/25/2021 19:08,C,28.075
11/25/2021 19:13,C,28.138
11/25/2021 19:18,C,28.138
11/25/2021 19:23,C,28.138
11/25/2021 19:28,C,28.138
11/25/2021 19:33,C,28.138
11/25/2021 19:38,C,28.138
11/25/2021 19:43,C,28.138
11/25/2021 19:48,C,28.2
11/25/2021 19:53,C,28.2
11/25/2021 19:58,C,28.2
11/25/2021 20:03,C,28.2
11/25/2021 20:08,C,28.2
11/25/2021 20:13,C,28.2
11/25/2021 20:18,C,28.138
11/25/2021 20:23,C,28.138
11/25/2021 20:28,C,28.138
11/25/2021 20:33,C,28.138
11/25/2021 20:38,C,28.138
11/25/2021 20:43,C,28.138
11/25/2021 20:48,C,28.138
11/25/2021 20:53,C,28.138
11/25/2021 20:58,C,28.2
11/25/2021 21:03,C,28.2
11/25/2021 21:08,C,28.2
11/25/2021 21:13,C,28.263
11/25/2021 21:18,C,28.263
11/25/2021 21:23,C,28.263
11/25/2021 21:28,C,28.263
11/25/2021 21:33,C,28.263
11/25/2021 21:38,C,28.325
11/25/2021 21:43,C,28.325
11/25/2021 21:48,C,28.325
11/25/2021 21:53,C,28.325
11/25/2021 21:58,C,28.325
11/25/2021 22:03,C,28.325
11/25/2021 22:08,C,29.699
11/25/2021 22:13,C,28.513
11/25/2021 22:18,C,27.388
11/25/2021 22:23,C,26.639
11/25/2021 22:28,C,25.951
11/25/2021 22:33,C,25.389
11/25/2021 22:38,C,24.826
11/25/2021 22:43,C,24.326
11/25/2021 22:48,C,23.888
11/25/2021 22:53,C,23.513
11/25/2021 22:58,C,23.138
11/25/2021 23:03,C,22.826
11/25/2021 23:08,C,22.45
11/25/2021 23:13,C,22.2
11/25/2021 23:18,C,21.95
11/25/2021 23:23,C,21.7
11/25/2021 23:28,C,21.45
11/25/2021 23:33,C,21.262
11/25/2021 23:38,C,21.074
11/25/2021 23:43,C,20.949
11/25/2021 23:48,C,20.824
11/25/2021 23:53,C,20.699
11/25/2021 23:58,C,20.511
11/26/2021 0:03,C,20.386
11/26/2021 0:08,C,20.324
11/26/2021 0:13,C,20.198
11/26/2021 0:18,C,20.073
11/26/2021 0:23,C,20.011
11/26/2021 0:28,C,19.886
11/26/2021 0:33,C,19.886
11/26/2021 0:38,C,19.76
11/26/2021 0:43,C,19.698
11/26/2021 0:48,C,19.698
11/26/2021 0:53,C,19.573
11/26/2021 0:58,C,19.448
11/26/2021 1:03,C,19.448
11/26/2021 1:08,C,19.385
11/26/2021 1:13,C,19.322
11/26/2021 1:18,C,19.322
11/26/2021 1:23,C,19.197
11/26/2021 1:28,C,19.197
11/26/2021 1:33,C,19.135
11/26/2021 1:38,C,19.135
11/26/2021 1:43,C,19.135
11/26/2021 1:48,C,19.072
11/26/2021 1:53,C,19.072
11/26/2021 1:58,C,19.009
11/26/2021 2:03,C,19.009
11/26/2021 2:08,C,19.009
11/26/2021 2:13,C,18.947
11/26/2021 2:18,C,18.884
11/26/2021 2:23,C,18.947
11/26/2021 2:28,C,18.884
11/26/2021 2:33,C,18.884
11/26/2021 2:38,C,18.884
11/26/2021 2:43,C,18.822
11/26/2021 2:48,C,18.822
11/26/2021 2:53,C,18.822
11/26/2021 2:58,C,18.822
11/26/2021 3:03,C,18.759
11/26/2021 3:08,C,18.759
11/26/2021 3:13,C,18.759
11/26/2021 3:18,C,18.759
11/26/2021 3:23,C,18.759
11/26/2021 3:28,C,18.759
11/26/2021 3:33,C,18.697
11/26/2021 3:38,C,18.697
11/26/2021 3:43,C,18.697
11/26/2021 3:48,C,18.759
11/26/2021 3:53,C,18.697
11/26/2021 3:58,C,18.697
11/26/2021 4:03,C,18.697
11/26/2021 4:08,C,18.697
11/26/2021 4:13,C,18.697
11/26/2021 4:18,C,18.697
11/26/2021 4:23,C,18.697
11/26/2021 4:28,C,18.759
11/26/2021 4:33,C,18.697
11/26/2021 4:38,C,18.697
11/26/2021 4:43,C,18.697
11/26/2021 4:48,C,18.634
11/26/2021 4:53,C,18.634
11/26/2021 4:58,C,18.634
11/26/2021 5:03,C,18.634
11/26/2021 5:08,C,18.634
11/26/2021 5:13,C,18.571
11/26/2021 5:18,C,18.571
11/26/2021 5:23,C,18.571
11/26/2021 5:28,C,18.571
11/26/2021 5:33,C,18.509
11/26/2021 5:38,C,18.509
11/26/2021 5:43,C,18.509
11/26/2021 5:48,C,18.509
11/26/2021 5:53,C,18.509
11/26/2021 5:58,C,18.509
11/26/2021 6:03,C,18.509
11/26/2021 6:08,C,18.509
11/26/2021 6:13,C,18.509
11/26/2021 6:18,C,18.571
11/26/2021 6:23,C,18.571
11/26/2021 6:28,C,18.571
11/26/2021 6:33,C,18.571
11/26/2021 6:38,C,18.571
11/26/2021 6:43,C,18.571
11/26/2021 6:48,C,18.571
11/26/2021 6:53,C,18.571
11/26/2021 6:58,C,18.571
11/26/2021 7:03,C,18.571
11/26/2021 7:08,C,18.571
11/26/2021 7:13,C,18.571
11/26/2021 7:18,C,18.571
11/26/2021 7:23,C,18.571
11/26/2021 7:28,C,18.571
11/26/2021 7:33,C,18.571
11/26/2021 7:38,C,18.571
11/26/2021 7:43,C,18.571
