Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING_UNIT1:Zone Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Air Temperature [C](Hourly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/13  12:00:00,5.1000000000000005,22.222877633242135,10.85924476043814,15353266.146742139,3405817.7973429887,3405817.7973429887,3405817.7973429887,10152720.830996422,1790711.015037247 
 02/13  13:00:00,6.533333333333332,22.22268593245639,12.629547704938995,11859705.760836873,3343416.5845005065,3343416.5845005065,3343416.5845005065,8512272.672970887,0.0 
 02/13  14:00:00,7.841666666666666,22.222865718794775,14.12946484194777,11794098.259283712,3277253.218523652,3277253.218523652,3277253.218523652,6757803.78173041,1755024.7556641682 
 02/13  15:00:00,8.941666666666668,22.222758448028163,15.214589989332177,10209199.247024776,3272159.2094632606,3272159.2094632606,3272159.2094632606,5190343.876944941,1742679.6572510947 
 02/13  16:00:00,9.75,22.223024928753404,15.265706806104149,7803495.904670715,3549357.552769049,3549357.552769049,3549357.552769049,2510349.672282613,1736826.7404522174 
 02/13  17:00:00,10.0,22.209646535152306,13.73068222488211,7663662.747801732,4479188.816479392,4479188.816479392,4479188.816479392,1779942.4359458876,1389536.54947865 
 02/13  18:00:00,9.358333333333334,22.208656459193037,12.370200720126833,7983963.560684514,5624286.233621349,5624286.233621349,5624286.233621349,1971384.4483181348,367407.06124452234 
 02/13  19:00:00,6.2749999999999995,22.222313964408556,9.600438428333188,13118539.293566477,6045788.3062472865,6045788.3062472865,6045788.3062472865,3989940.215748695,2866593.4820703343 
 02/13  20:00:00,4.3999999999999995,22.22253064996497,7.6178932620679625,13928759.67753033,5971945.160957614,5971945.160957614,5971945.160957614,5183200.159330059,2554354.262162589 
 02/13  21:00:00,4.3999999999999995,22.22248408229571,8.53523116046978,13460546.449214485,5899533.255808762,5899533.255808762,5899533.255808762,5546215.882810259,1795537.2155153928 
 02/13  22:00:00,3.7583333333333333,22.22233475409054,7.426981352337143,14264589.35172089,5386254.039457358,5386254.039457358,5386254.039457358,6948360.182035936,1718309.8778749849 
 02/13  23:00:00,3.008333333333333,22.222441699517134,6.9052285499068065,13277167.485831868,4262786.538241955,4262786.538241955,4262786.538241955,8758167.091225592,54991.51276196047 
 02/13  24:00:00,3.0916666666666663,22.22242960257635,7.170243611085088,15235202.507972464,3276627.552965166,3276627.552965166,3276627.552965166,10064695.980557084,1700421.8706877897 
 02/14  01:00:00,2.658333333333333,22.22237344913195,5.8374215830849225,14531788.792305125,2519341.8750856025,2519341.8750856025,2519341.8750856025,11822203.016149485,0.0 
 02/14  02:00:00,0.5666666666666668,22.22242005327344,4.20888391237573,16796247.77689037,2300485.626558334,2300485.626558334,2300485.626558334,14305518.249261998,0.0 
 02/14  03:00:00,0.09999999999999998,22.222399721785425,4.31497921175733,17141515.87008196,2226600.0926204654,2226600.0926204654,2226600.0926204654,14724671.87639146,0.0 
 02/14  04:00:00,-0.09999999999999998,22.22313036351206,4.656597959700448,17518131.97498484,2171740.4070940726,2171740.4070940726,2171740.4070940726,15156147.666820727,0.0 
 02/14  05:00:00,-1.2416666666666667,22.22323044121062,3.935619678968928,20333312.887580004,2335718.210080423,2335718.210080423,2335718.210080423,16141570.379894508,1661496.1262785178 
 02/14  06:00:00,-1.7,22.22324858690506,3.343196325468996,19631895.40071022,2902111.397117286,2902111.397117286,2902111.397117286,16528293.893099546,0.0 
 02/14  07:00:00,-1.9916666666666671,22.223258318799157,3.0650423555389925,21998789.670839626,3490045.529346395,3490045.529346395,3490045.529346395,16693594.448152611,1800154.7474428173 
 02/14  08:00:00,-1.5583333333333336,22.222681834742627,3.7137730107298297,22928750.69749345,3872409.4070758065,3872409.4070758065,3872409.4070758065,15654110.28986807,3388842.6559979646 
 02/14  09:00:00,1.175,22.22239997340837,6.061228226508821,17341592.425303746,3436548.288166884,3436548.288166884,3436548.288166884,11739938.330827378,2159214.934706776 
 02/14  10:00:00,5.075,22.22244277085845,9.324394060973802,13439601.468498815,3287629.4627914913,3287629.4627914913,3287629.4627914913,8302624.955381093,1845330.5469607492 
 02/14  11:00:00,8.625,22.222887036897717,13.037231626590389,11016716.564461775,3359522.254572048,3359522.254572048,3359522.254572048,5834744.04389203,1818433.7626322147 
 02/14  12:00:00,10.991666666666667,22.22261739539407,15.862608726375852,8117062.286761706,3405817.7973429887,3405817.7973429887,3405817.7973429887,2916917.5329153338,1790310.4531378997 
 02/14  13:00:00,12.341666666666669,22.184294466543975,19.256720167272025,6057908.637793448,3343416.5845005065,3343416.5845005065,3343416.5845005065,941293.764612821,1769181.7853146382 
 02/14  14:00:00,13.441666666666668,22.49212607531383,21.449709067313965,5190540.510568048,3277253.218523652,3277253.218523652,3277253.218523652,154285.71428571438,1754985.0743931988 
 02/14  15:00:00,14.191666666666668,23.13754388400964,20.647666374657337,5172568.2044186685,3272159.2094632606,3272159.2094632606,3272159.2094632606,154285.71428571438,1742106.7773042119 
 02/14  16:00:00,14.4,23.836163340674414,19.43161924657482,3918661.009326176,3549357.552769049,3549357.552769049,3549357.552769049,362341.51739029057,0.0 
 02/14  17:00:00,14.4,23.88890269358366,18.010973657865986,7004748.663606728,4479188.816479392,4479188.816479392,4479188.816479392,759218.0373300273,1751346.8638995078 
 02/14  18:00:00,13.466666666666667,23.888566430890194,15.052561344016013,8067343.015396501,5624286.233621349,5624286.233621349,5624286.233621349,646890.8745879722,1775280.0896866708 
 02/14  19:00:00,10.174999999999999,23.656354461211794,11.172174475810401,8230908.698401365,6045788.3062472865,6045788.3062472865,6045788.3062472865,166067.0333322503,1802836.0693216696 
 02/14  20:00:00,7.366666666666668,22.88678741614108,7.870878264345168,8155517.954926202,5971945.160957614,5971945.160957614,5971945.160957614,154285.71428571438,1810026.984602806 
 02/14  21:00:00,6.3500000000000005,22.21496152161195,6.659416566754582,8748769.699516732,5899533.255808762,5899533.255808762,5899533.255808762,834639.6936672512,1795336.6549606503 
 02/14  22:00:00,5.458333333333333,22.217768236683245,7.550719333953808,11082136.966019848,5386254.039457358,5386254.039457358,5386254.039457358,3710008.0786978137,1774209.5955120646 
