Time,Unit,Value
11/24/2021 1:03,C,31.425
11/24/2021 1:08,C,31.425
11/24/2021 1:13,C,31.487
11/24/2021 1:18,C,31.549
11/24/2021 1:23,C,31.549
11/24/2021 1:28,C,31.549
11/24/2021 1:33,C,31.487
11/24/2021 1:38,C,31.487
11/24/2021 1:43,C,31.549
11/24/2021 1:48,C,31.549
11/24/2021 1:53,C,31.612
11/24/2021 1:58,C,31.612
11/24/2021 2:03,C,31.549
11/24/2021 2:08,C,31.549
11/24/2021 2:13,C,31.549
11/24/2021 2:18,C,31.612
11/24/2021 2:23,C,31.612
11/24/2021 2:28,C,31.549
11/24/2021 2:33,C,31.549
11/24/2021 2:38,C,31.487
11/24/2021 2:43,C,31.549
11/24/2021 2:48,C,31.487
11/24/2021 2:53,C,31.549
11/24/2021 2:58,C,31.549
11/24/2021 3:03,C,31.487
11/24/2021 3:08,C,31.487
11/24/2021 3:13,C,31.487
11/24/2021 3:18,C,31.487
11/24/2021 3:23,C,31.487
11/24/2021 3:28,C,31.487
11/24/2021 3:33,C,31.549
11/24/2021 3:38,C,31.487
11/24/2021 3:43,C,31.425
11/24/2021 3:48,C,31.425
11/24/2021 3:53,C,31.425
11/24/2021 3:58,C,31.425
11/24/2021 4:03,C,31.487
11/24/2021 4:08,C,31.487
11/24/2021 4:13,C,31.425
11/24/2021 4:18,C,31.425
11/24/2021 4:23,C,31.425
11/24/2021 4:28,C,31.425
11/24/2021 4:33,C,31.487
11/24/2021 4:38,C,31.487
11/24/2021 4:43,C,31.425
11/24/2021 4:48,C,31.425
11/24/2021 4:53,C,31.425
11/24/2021 4:58,C,31.425
11/24/2021 5:03,C,31.425
11/24/2021 5:08,C,31.425
11/24/2021 5:13,C,31.425
11/24/2021 5:18,C,31.425
11/24/2021 5:23,C,31.425
11/24/2021 5:28,C,31.362
11/24/2021 5:33,C,31.362
11/24/2021 5:38,C,31.362
11/24/2021 5:43,C,31.362
11/24/2021 5:48,C,31.362
11/24/2021 5:53,C,31.425
11/24/2021 5:58,C,31.425
11/24/2021 6:03,C,31.487
11/24/2021 6:08,C,31.487
11/24/2021 6:13,C,31.487
11/24/2021 6:18,C,31.487
11/24/2021 6:23,C,31.425
11/24/2021 6:28,C,31.362
11/24/2021 6:33,C,31.3
11/24/2021 6:38,C,31.237
11/24/2021 6:43,C,31.175
11/24/2021 6:48,C,31.175
11/24/2021 6:53,C,31.112
11/24/2021 6:58,C,31.112
11/24/2021 7:03,C,31.05
11/24/2021 7:08,C,31.05
11/24/2021 7:13,C,30.988
11/24/2021 7:18,C,30.988
11/24/2021 7:23,C,30.988
11/24/2021 7:28,C,30.988
11/24/2021 7:33,C,30.988
11/24/2021 7:38,C,30.988
11/24/2021 7:43,C,31.05
11/24/2021 7:48,C,31.112
11/24/2021 7:53,C,31.112
11/24/2021 7:58,C,31.175
11/24/2021 8:03,C,31.175
11/24/2021 8:08,C,31.175
11/24/2021 8:13,C,31.112
11/24/2021 8:18,C,31.112
11/24/2021 8:23,C,31.112
11/24/2021 8:28,C,31.112
11/24/2021 8:33,C,31.05
11/24/2021 8:38,C,30.988
11/24/2021 8:43,C,30.988
11/24/2021 8:48,C,30.988
11/24/2021 8:53,C,30.988
11/24/2021 8:58,C,31.05
11/24/2021 9:03,C,31.05
11/24/2021 9:08,C,31.112
11/24/2021 9:13,C,31.112
11/24/2021 9:18,C,31.112
11/24/2021 9:23,C,31.05
11/24/2021 9:28,C,31.112
11/24/2021 9:33,C,31.112
11/24/2021 9:38,C,31.112
11/24/2021 9:43,C,31.05
11/24/2021 9:48,C,31.05
11/24/2021 9:53,C,31.112
11/24/2021 9:58,C,31.175
11/24/2021 10:03,C,31.112
11/24/2021 10:08,C,31.05
11/24/2021 10:13,C,31.05
11/24/2021 10:18,C,31.112
11/24/2021 10:23,C,31.112
11/24/2021 10:28,C,30.988
11/24/2021 10:33,C,30.988
11/24/2021 10:38,C,30.925
11/24/2021 10:43,C,30.988
11/24/2021 10:48,C,30.925
11/24/2021 10:53,C,30.863
11/24/2021 10:58,C,30.8
11/24/2021 11:03,C,30.8
11/24/2021 11:08,C,30.863
11/24/2021 11:13,C,30.8
11/24/2021 11:18,C,30.738
11/24/2021 11:23,C,30.738
11/24/2021 11:28,C,30.8
11/24/2021 11:33,C,30.8
11/24/2021 11:38,C,30.738
11/24/2021 11:43,C,30.8
11/24/2021 11:48,C,30.925
11/24/2021 11:53,C,30.925
11/24/2021 11:58,C,30.925
11/24/2021 12:03,C,30.988
11/24/2021 12:08,C,31.05
11/24/2021 12:13,C,30.988
11/24/2021 12:18,C,30.988
11/24/2021 12:23,C,30.925
11/24/2021 12:28,C,30.925
11/24/2021 12:33,C,30.925
11/24/2021 12:38,C,30.8
11/24/2021 12:43,C,30.8
11/24/2021 12:48,C,30.8
11/24/2021 12:53,C,30.8
11/24/2021 12:58,C,30.738
11/24/2021 13:03,C,30.675
11/24/2021 13:08,C,30.738
11/24/2021 13:13,C,30.738
11/24/2021 13:18,C,30.738
11/24/2021 13:23,C,30.738
11/24/2021 13:28,C,30.8
11/24/2021 13:33,C,30.863
11/24/2021 13:38,C,30.863
11/24/2021 13:43,C,30.925
11/24/2021 13:48,C,31.05
11/24/2021 13:53,C,31.05
11/24/2021 13:58,C,31.112
11/24/2021 14:03,C,31.175
11/24/2021 14:08,C,31.237
11/24/2021 14:13,C,31.237
11/24/2021 14:18,C,31.237
11/24/2021 14:23,C,31.237
11/24/2021 14:28,C,31.237
11/24/2021 14:33,C,31.237
11/24/2021 14:38,C,31.175
11/24/2021 14:43,C,31.175
11/24/2021 14:48,C,31.175
11/24/2021 14:53,C,31.112
11/24/2021 14:58,C,31.05
11/24/2021 15:03,C,31.05
11/24/2021 15:08,C,31.05
11/24/2021 15:13,C,31.05
11/24/2021 15:18,C,30.988
11/24/2021 15:23,C,31.05
11/24/2021 15:28,C,31.05
11/24/2021 15:33,C,31.05
11/24/2021 15:38,C,31.05
11/24/2021 15:43,C,31.112
11/24/2021 15:48,C,31.112
11/24/2021 15:53,C,31.112
11/24/2021 15:58,C,31.175
11/24/2021 16:03,C,31.237
11/24/2021 16:08,C,31.237
11/24/2021 16:13,C,31.237
11/24/2021 16:18,C,31.237
11/24/2021 16:23,C,31.237
11/24/2021 16:28,C,31.237
11/24/2021 16:33,C,31.175
11/24/2021 16:38,C,31.175
11/24/2021 16:43,C,31.175
11/24/2021 16:48,C,31.237
11/24/2021 16:53,C,31.175
11/24/2021 16:58,C,31.112
11/24/2021 17:03,C,31.112
11/24/2021 17:08,C,31.112
11/24/2021 17:13,C,30.738
11/24/2021 17:18,C,30.051
11/24/2021 17:23,C,29.614
11/24/2021 17:28,C,29.239
11/24/2021 17:33,C,28.927
11/24/2021 17:38,C,28.614
11/24/2021 17:43,C,28.364
11/24/2021 17:48,C,28.239
11/24/2021 17:53,C,28.052
11/24/2021 17:58,C,27.99
11/24/2021 18:03,C,27.802
11/24/2021 18:08,C,27.677
11/24/2021 18:13,C,27.677
11/24/2021 18:18,C,27.615
11/24/2021 18:23,C,27.615
11/24/2021 18:28,C,27.615
11/24/2021 18:33,C,27.677
11/24/2021 18:38,C,27.677
11/24/2021 18:43,C,27.74
11/24/2021 18:48,C,27.802
11/24/2021 18:53,C,27.802
11/24/2021 18:58,C,27.865
11/24/2021 19:03,C,27.865
11/24/2021 19:08,C,27.927
11/24/2021 19:13,C,27.927
11/24/2021 19:18,C,27.927
11/24/2021 19:23,C,27.99
11/24/2021 19:28,C,27.99
11/24/2021 19:33,C,27.99
11/24/2021 19:38,C,27.99
11/24/2021 19:43,C,27.99
11/24/2021 19:48,C,27.99
11/24/2021 19:53,C,27.99
11/24/2021 19:58,C,27.99
11/24/2021 20:03,C,27.99
11/24/2021 20:08,C,27.99
11/24/2021 20:13,C,27.99
11/24/2021 20:18,C,27.99
11/24/2021 20:23,C,27.99
11/24/2021 20:28,C,27.99
11/24/2021 20:33,C,27.99
11/24/2021 20:38,C,27.99
11/24/2021 20:43,C,27.99
11/24/2021 20:48,C,27.99
11/24/2021 20:53,C,27.99
11/24/2021 20:58,C,27.99
11/24/2021 21:03,C,27.927
11/24/2021 21:08,C,27.927
11/24/2021 21:13,C,27.927
11/24/2021 21:18,C,27.927
11/24/2021 21:23,C,27.927
11/24/2021 21:28,C,27.927
11/24/2021 21:33,C,27.927
11/24/2021 21:38,C,27.865
11/24/2021 21:43,C,27.865
11/24/2021 21:48,C,27.865
11/24/2021 21:53,C,27.865
11/24/2021 21:58,C,27.865
11/24/2021 22:03,C,27.865
11/24/2021 22:08,C,27.865
11/24/2021 22:13,C,27.865
11/24/2021 22:18,C,27.865
11/24/2021 22:23,C,27.865
11/24/2021 22:28,C,27.865
11/24/2021 22:33,C,27.865
11/24/2021 22:38,C,27.865
11/24/2021 22:43,C,27.865
11/24/2021 22:48,C,27.865
11/24/2021 22:53,C,27.865
11/24/2021 22:58,C,27.865
11/24/2021 23:03,C,27.865
11/24/2021 23:08,C,27.865
11/24/2021 23:13,C,27.865
11/24/2021 23:18,C,27.865
11/24/2021 23:23,C,27.865
11/24/2021 23:28,C,27.865
11/24/2021 23:33,C,27.865
11/24/2021 23:38,C,27.865
11/24/2021 23:43,C,27.865
11/24/2021 23:48,C,27.865
11/24/2021 23:53,C,27.865
11/24/2021 23:58,C,27.865
11/25/2021 0:03,C,27.865
11/25/2021 0:08,C,27.865
11/25/2021 0:13,C,27.865
11/25/2021 0:18,C,27.865
11/25/2021 0:23,C,27.865
11/25/2021 0:28,C,27.865
11/25/2021 0:33,C,27.865
11/25/2021 0:38,C,27.802
11/25/2021 0:43,C,27.802
11/25/2021 0:48,C,27.802
11/25/2021 0:53,C,27.802
11/25/2021 0:58,C,27.802
11/25/2021 1:03,C,27.802
11/25/2021 1:08,C,27.802
11/25/2021 1:13,C,27.802
11/25/2021 1:18,C,27.802
11/25/2021 1:23,C,27.802
11/25/2021 1:28,C,27.802
11/25/2021 1:33,C,27.802
11/25/2021 1:38,C,27.802
11/25/2021 1:43,C,27.802
11/25/2021 1:48,C,27.802
11/25/2021 1:53,C,27.802
11/25/2021 1:58,C,27.802
11/25/2021 2:03,C,27.802
11/25/2021 2:08,C,27.802
11/25/2021 2:13,C,27.802
11/25/2021 2:18,C,27.802
11/25/2021 2:23,C,27.865
11/25/2021 2:28,C,27.865
11/25/2021 2:33,C,27.865
11/25/2021 2:38,C,27.865
11/25/2021 2:43,C,27.865
11/25/2021 2:48,C,27.865
11/25/2021 2:53,C,27.865
11/25/2021 2:58,C,27.865
11/25/2021 3:03,C,27.865
11/25/2021 3:08,C,27.865
11/25/2021 3:13,C,27.865
11/25/2021 3:18,C,27.802
11/25/2021 3:23,C,27.865
11/25/2021 3:28,C,27.865
11/25/2021 3:33,C,27.865
11/25/2021 3:38,C,27.865
11/25/2021 3:43,C,27.865
11/25/2021 3:48,C,27.865
11/25/2021 3:53,C,27.865
11/25/2021 3:58,C,27.865
11/25/2021 4:03,C,27.865
11/25/2021 4:08,C,27.865
11/25/2021 4:13,C,27.865
11/25/2021 4:18,C,27.865
11/25/2021 4:23,C,27.865
11/25/2021 4:28,C,27.865
11/25/2021 4:33,C,27.865
11/25/2021 4:38,C,27.865
11/25/2021 4:43,C,27.865
11/25/2021 4:48,C,27.865
11/25/2021 4:53,C,27.865
11/25/2021 4:58,C,27.865
11/25/2021 5:03,C,27.865
11/25/2021 5:08,C,27.865
11/25/2021 5:13,C,27.865
11/25/2021 5:18,C,27.865
11/25/2021 5:23,C,27.865
11/25/2021 5:28,C,27.865
11/25/2021 5:33,C,27.865
11/25/2021 5:38,C,27.865
11/25/2021 5:43,C,27.865
11/25/2021 5:48,C,27.865
11/25/2021 5:53,C,27.865
11/25/2021 5:58,C,27.865
11/25/2021 6:03,C,27.865
11/25/2021 6:08,C,27.865
11/25/2021 6:13,C,27.865
11/25/2021 6:18,C,27.865
11/25/2021 6:23,C,27.865
11/25/2021 6:28,C,27.865
11/25/2021 6:33,C,27.865
11/25/2021 6:38,C,27.865
11/25/2021 6:43,C,27.865
11/25/2021 6:48,C,27.865
11/25/2021 6:53,C,27.865
11/25/2021 6:58,C,27.865
11/25/2021 7:03,C,27.865
11/25/2021 7:08,C,27.865
11/25/2021 7:13,C,27.865
11/25/2021 7:18,C,27.865
11/25/2021 7:23,C,27.865
11/25/2021 7:28,C,27.865
11/25/2021 7:33,C,27.865
11/25/2021 7:38,C,27.865
11/25/2021 7:43,C,27.865
11/25/2021 7:48,C,27.927
11/25/2021 7:53,C,27.927
11/25/2021 7:58,C,27.927
11/25/2021 8:03,C,27.927
11/25/2021 8:08,C,27.927
11/25/2021 8:13,C,27.927
11/25/2021 8:18,C,27.927
11/25/2021 8:23,C,27.927
11/25/2021 8:28,C,27.927
11/25/2021 8:33,C,27.927
11/25/2021 8:38,C,27.99
11/25/2021 8:43,C,27.99
11/25/2021 8:48,C,27.99
11/25/2021 8:53,C,27.99
11/25/2021 8:58,C,27.99
11/25/2021 9:03,C,27.99
11/25/2021 9:08,C,27.99
11/25/2021 9:13,C,27.99
11/25/2021 9:18,C,27.99
11/25/2021 9:23,C,27.99
11/25/2021 9:28,C,27.99
11/25/2021 9:33,C,27.99
11/25/2021 9:38,C,27.99
11/25/2021 9:43,C,27.99
11/25/2021 9:48,C,27.99
11/25/2021 9:53,C,27.99
11/25/2021 9:58,C,27.99
11/25/2021 10:03,C,27.99
11/25/2021 10:08,C,27.927
11/25/2021 10:13,C,27.99
11/25/2021 10:18,C,27.99
11/25/2021 10:23,C,27.99
11/25/2021 10:28,C,27.927
11/25/2021 10:33,C,27.99
11/25/2021 10:38,C,27.99
11/25/2021 10:43,C,27.99
11/25/2021 10:48,C,27.99
11/25/2021 10:53,C,27.99
11/25/2021 10:58,C,27.99
11/25/2021 11:03,C,27.99
11/25/2021 11:08,C,27.99
11/25/2021 11:13,C,27.927
11/25/2021 11:18,C,27.927
11/25/2021 11:23,C,27.99
11/25/2021 11:28,C,27.99
11/25/2021 11:33,C,27.99
11/25/2021 11:38,C,27.927
11/25/2021 11:43,C,27.865
11/25/2021 11:48,C,27.865
11/25/2021 11:53,C,27.927
11/25/2021 11:58,C,27.99
11/25/2021 12:03,C,27.99
11/25/2021 12:08,C,27.99
11/25/2021 12:13,C,27.865
11/25/2021 12:18,C,27.802
11/25/2021 12:23,C,27.865
11/25/2021 12:28,C,27.99
11/25/2021 12:33,C,27.99
11/25/2021 12:38,C,27.99
11/25/2021 12:43,C,27.927
11/25/2021 12:48,C,27.865
11/25/2021 12:53,C,27.927
11/25/2021 12:58,C,27.99
11/25/2021 13:03,C,27.99
11/25/2021 13:08,C,27.99
11/25/2021 13:13,C,27.927
11/25/2021 13:18,C,27.865
11/25/2021 13:23,C,27.927
11/25/2021 13:28,C,27.99
11/25/2021 13:33,C,27.99
11/25/2021 13:38,C,27.927
11/25/2021 13:43,C,27.802
11/25/2021 13:48,C,27.802
11/25/2021 13:53,C,27.927
11/25/2021 13:58,C,27.99
11/25/2021 14:03,C,27.927
11/25/2021 14:08,C,27.865
11/25/2021 14:13,C,27.865
11/25/2021 14:18,C,27.99
11/25/2021 14:23,C,27.99
11/25/2021 14:28,C,27.99
11/25/2021 14:33,C,27.99
11/25/2021 14:38,C,27.99
11/25/2021 14:43,C,27.927
11/25/2021 14:48,C,27.927
11/25/2021 14:53,C,27.927
11/25/2021 14:58,C,28.052
11/25/2021 15:03,C,28.052
11/25/2021 15:08,C,27.99
11/25/2021 15:13,C,27.99
11/25/2021 15:18,C,28.052
11/25/2021 15:23,C,27.99
11/25/2021 15:28,C,27.927
11/25/2021 15:33,C,27.865
11/25/2021 15:38,C,27.927
11/25/2021 15:43,C,27.99
11/25/2021 15:48,C,27.927
11/25/2021 15:53,C,27.927
11/25/2021 15:58,C,27.927
11/25/2021 16:03,C,27.865
11/25/2021 16:08,C,27.927
11/25/2021 16:13,C,27.927
11/25/2021 16:18,C,27.927
11/25/2021 16:23,C,27.865
11/25/2021 16:28,C,27.865
11/25/2021 16:33,C,27.865
11/25/2021 16:38,C,27.927
11/25/2021 16:43,C,27.927
11/25/2021 16:48,C,27.927
11/25/2021 16:53,C,27.927
11/25/2021 16:58,C,27.927
11/25/2021 17:03,C,27.927
11/25/2021 17:08,C,27.927
11/25/2021 17:13,C,27.865
11/25/2021 17:18,C,27.865
11/25/2021 17:23,C,27.865
11/25/2021 17:28,C,27.865
11/25/2021 17:33,C,27.865
11/25/2021 17:38,C,27.865
11/25/2021 17:43,C,27.802
11/25/2021 17:48,C,27.802
11/25/2021 17:53,C,27.802
11/25/2021 17:58,C,27.802
11/25/2021 18:03,C,27.74
11/25/2021 18:08,C,27.74
11/25/2021 18:13,C,27.74
11/25/2021 18:18,C,27.74
