Time,Unit,Value
11/23/2021 16:58,C,34.858
11/23/2021 17:03,C,32.985
11/23/2021 17:08,C,32.236
11/23/2021 17:13,C,31.986
11/23/2021 17:18,C,31.924
11/23/2021 17:23,C,31.986
11/23/2021 17:28,C,31.924
11/23/2021 17:33,C,31.862
11/23/2021 17:38,C,31.862
11/23/2021 17:43,C,31.862
11/23/2021 17:48,C,31.862
11/23/2021 17:53,C,31.799
11/23/2021 17:58,C,31.737
11/23/2021 18:03,C,31.737
11/23/2021 18:08,C,31.799
11/23/2021 18:13,C,31.862
11/23/2021 18:18,C,31.737
11/23/2021 18:23,C,31.737
11/23/2021 18:28,C,31.799
11/23/2021 18:33,C,31.862
11/23/2021 18:38,C,31.862
11/23/2021 18:43,C,31.799
11/23/2021 18:48,C,31.737
11/23/2021 18:53,C,31.737
11/23/2021 18:58,C,31.737
11/23/2021 19:03,C,31.674
11/23/2021 19:08,C,31.674
11/23/2021 19:13,C,31.612
11/23/2021 19:18,C,31.674
11/23/2021 19:23,C,31.674
11/23/2021 19:28,C,31.612
11/23/2021 19:33,C,31.612
11/23/2021 19:38,C,31.612
11/23/2021 19:43,C,31.674
11/23/2021 19:48,C,31.612
11/23/2021 19:53,C,31.549
11/23/2021 19:58,C,31.612
11/23/2021 20:03,C,31.612
11/23/2021 20:08,C,31.612
11/23/2021 20:13,C,31.549
11/23/2021 20:18,C,31.549
11/23/2021 20:23,C,31.612
11/23/2021 20:28,C,31.612
11/23/2021 20:33,C,31.549
11/23/2021 20:38,C,31.487
11/23/2021 20:43,C,31.425
11/23/2021 20:48,C,31.425
11/23/2021 20:53,C,31.425
11/23/2021 20:58,C,31.487
11/23/2021 21:03,C,31.549
11/23/2021 21:08,C,31.487
11/23/2021 21:13,C,31.362
11/23/2021 21:18,C,31.362
11/23/2021 21:23,C,31.362
11/23/2021 21:28,C,31.425
11/23/2021 21:33,C,31.425
11/23/2021 21:38,C,31.425
11/23/2021 21:43,C,31.362
11/23/2021 21:48,C,31.425
11/23/2021 21:53,C,31.487
11/23/2021 21:58,C,31.487
11/23/2021 22:03,C,31.487
11/23/2021 22:08,C,31.487
11/23/2021 22:13,C,31.487
11/23/2021 22:18,C,31.549
11/23/2021 22:23,C,31.487
11/23/2021 22:28,C,31.425
11/23/2021 22:33,C,31.425
11/23/2021 22:38,C,31.425
11/23/2021 22:43,C,31.425
11/23/2021 22:48,C,31.425
11/23/2021 22:53,C,31.425
11/23/2021 22:58,C,31.425
11/23/2021 23:03,C,31.362
11/23/2021 23:08,C,31.362
11/23/2021 23:13,C,31.425
11/23/2021 23:18,C,31.425
11/23/2021 23:23,C,31.487
11/23/2021 23:28,C,31.425
11/23/2021 23:33,C,31.425
11/23/2021 23:38,C,31.425
11/23/2021 23:43,C,31.487
11/23/2021 23:48,C,31.487
11/23/2021 23:53,C,31.487
11/23/2021 23:58,C,31.425
11/24/2021 0:03,C,31.487
11/24/2021 0:08,C,31.549
11/24/2021 0:13,C,31.487
11/24/2021 0:18,C,31.487
11/24/2021 0:23,C,31.487
11/24/2021 0:28,C,31.549
11/24/2021 0:33,C,31.549
11/24/2021 0:38,C,31.549
11/24/2021 0:43,C,31.549
11/24/2021 0:48,C,31.487
11/24/2021 0:53,C,31.425
11/24/2021 0:58,C,31.362
