Time,Unit,Value
11/26/2021 19:59,C,21.614
11/26/2021 20:04,C,19.613
11/26/2021 20:09,C,18.612
11/26/2021 20:14,C,18.049
11/26/2021 20:19,C,17.798
11/26/2021 20:24,C,17.611
11/26/2021 20:29,C,17.485
11/26/2021 20:34,C,17.298
11/26/2021 20:39,C,17.172
11/26/2021 20:44,C,17.11
11/26/2021 20:49,C,16.985
11/26/2021 20:54,C,16.922
11/26/2021 20:59,C,16.922
11/26/2021 21:04,C,16.922
11/26/2021 21:09,C,16.922
11/26/2021 21:14,C,16.86
11/26/2021 21:19,C,16.797
11/26/2021 21:24,C,16.797
11/26/2021 21:29,C,16.734
11/26/2021 21:34,C,16.734
11/26/2021 21:39,C,16.672
11/26/2021 21:44,C,16.609
11/26/2021 21:49,C,16.672
11/26/2021 21:54,C,16.609
11/26/2021 21:59,C,16.547
11/26/2021 22:04,C,16.547
11/26/2021 22:09,C,16.547
11/26/2021 22:14,C,16.547
11/26/2021 22:19,C,16.547
11/26/2021 22:24,C,16.484
11/26/2021 22:29,C,16.421
11/26/2021 22:34,C,16.484
11/26/2021 22:39,C,16.421
11/26/2021 22:44,C,16.359
11/26/2021 22:49,C,16.421
11/26/2021 22:54,C,16.359
11/26/2021 22:59,C,16.296
11/26/2021 23:04,C,16.359
11/26/2021 23:09,C,16.359
11/26/2021 23:14,C,16.234
11/26/2021 23:19,C,16.296
11/26/2021 23:24,C,16.296
11/26/2021 23:29,C,16.234
11/26/2021 23:34,C,16.296
11/26/2021 23:39,C,16.296
11/26/2021 23:44,C,16.234
11/26/2021 23:49,C,16.296
11/26/2021 23:54,C,16.296
11/26/2021 23:59,C,16.234
11/27/2021 0:04,C,16.296
11/27/2021 0:09,C,16.296
11/27/2021 0:14,C,16.234
11/27/2021 0:19,C,16.234
11/27/2021 0:24,C,16.296
11/27/2021 0:29,C,16.234
11/27/2021 0:34,C,16.234
11/27/2021 0:39,C,16.296
11/27/2021 0:44,C,16.234
11/27/2021 0:49,C,16.234
11/27/2021 0:54,C,16.296
11/27/2021 0:59,C,16.234
11/27/2021 1:04,C,16.171
11/27/2021 1:09,C,16.234
11/27/2021 1:14,C,16.234
11/27/2021 1:19,C,16.234
11/27/2021 1:24,C,16.234
11/27/2021 1:29,C,16.234
11/27/2021 1:34,C,16.296
11/27/2021 1:39,C,16.359
11/27/2021 1:44,C,16.296
11/27/2021 1:49,C,16.296
11/27/2021 1:54,C,16.359
11/27/2021 1:59,C,16.296
11/27/2021 2:04,C,16.296
11/27/2021 2:09,C,16.296
