Time,Unit,Value
11/26/2021 19:58,C,22.263
11/26/2021 20:03,C,19.823
11/26/2021 20:08,C,19.072
11/26/2021 20:13,C,18.571
11/26/2021 20:18,C,18.258
11/26/2021 20:23,C,18.071
11/26/2021 20:28,C,17.883
11/26/2021 20:33,C,17.758
11/26/2021 20:38,C,17.57
11/26/2021 20:43,C,17.507
11/26/2021 20:48,C,17.382
11/26/2021 20:53,C,17.319
11/26/2021 20:58,C,17.257
11/26/2021 21:03,C,17.194
11/26/2021 21:08,C,17.257
11/26/2021 21:13,C,17.132
11/26/2021 21:18,C,17.132
11/26/2021 21:23,C,17.069
11/26/2021 21:28,C,17.006
11/26/2021 21:33,C,17.006
11/26/2021 21:38,C,17.006
11/26/2021 21:43,C,16.944
11/26/2021 21:48,C,16.944
11/26/2021 21:53,C,16.881
11/26/2021 21:58,C,16.819
11/26/2021 22:03,C,16.819
11/26/2021 22:08,C,16.819
11/26/2021 22:13,C,16.819
11/26/2021 22:18,C,16.756
11/26/2021 22:23,C,16.756
11/26/2021 22:28,C,16.693
11/26/2021 22:33,C,16.693
11/26/2021 22:38,C,16.693
11/26/2021 22:43,C,16.631
11/26/2021 22:48,C,16.631
11/26/2021 22:53,C,16.631
11/26/2021 22:58,C,16.568
11/26/2021 23:03,C,16.568
11/26/2021 23:08,C,16.568
11/26/2021 23:13,C,16.506
11/26/2021 23:18,C,16.506
11/26/2021 23:23,C,16.506
11/26/2021 23:28,C,16.443
11/26/2021 23:33,C,16.443
11/26/2021 23:38,C,16.443
11/26/2021 23:43,C,16.443
11/26/2021 23:48,C,16.443
11/26/2021 23:53,C,16.443
11/26/2021 23:58,C,16.443
11/27/2021 0:03,C,16.443
11/27/2021 0:08,C,16.443
11/27/2021 0:13,C,16.443
11/27/2021 0:18,C,16.443
11/27/2021 0:23,C,16.443
11/27/2021 0:28,C,16.443
11/27/2021 0:33,C,16.443
11/27/2021 0:38,C,16.443
11/27/2021 0:43,C,16.443
11/27/2021 0:48,C,16.443
11/27/2021 0:53,C,16.443
11/27/2021 0:58,C,16.443
11/27/2021 1:03,C,16.38
11/27/2021 1:08,C,16.443
11/27/2021 1:13,C,16.38
11/27/2021 1:18,C,16.38
11/27/2021 1:23,C,16.443
11/27/2021 1:28,C,16.443
11/27/2021 1:33,C,16.443
11/27/2021 1:38,C,16.506
11/27/2021 1:43,C,16.506
11/27/2021 1:48,C,16.506
11/27/2021 1:53,C,16.506
11/27/2021 1:58,C,16.506
11/27/2021 2:03,C,16.506
11/27/2021 2:08,C,16.506
11/27/2021 2:13,C,16.506
11/27/2021 2:18,C,16.443
11/27/2021 2:23,C,16.506
11/27/2021 2:28,C,16.443
11/27/2021 2:33,C,16.443
11/27/2021 2:38,C,16.506
