Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/06  06:00:00,16671897.902439423,2902111.397117286,2902111.397117286,2902111.397117286,11861753.570303358,1706542.824525389 
 02/06  07:00:00,16992401.281409133,3490045.529346395,3490045.529346395,3490045.529346395,11686695.93850578,1800664.867659157 
 02/06  08:00:00,16924786.812074974,3872409.4070758065,3872409.4070758065,3872409.4070758065,11193736.758846829,1845252.3016007305 
 02/06  09:00:00,16012168.303410165,3436548.288166884,3436548.288166884,3436548.288166884,10710992.39427631,1858736.749364261 
 02/06  10:00:00,16234664.398328459,3287629.4627914913,3287629.4627914913,3287629.4627914913,9876136.128022866,3066882.304148618 
 02/06  11:00:00,14704167.279461376,3359522.254572048,3359522.254572048,3359522.254572048,8904551.872959968,2436076.6485638786 
 02/06  12:00:00,12976772.298173575,3405817.7973429887,3405817.7973429887,3405817.7973429887,7775923.069042318,1791014.9284227872 
 02/06  13:00:00,11902206.159158368,3343416.5845005065,3343416.5845005065,3343416.5845005065,6784956.712378663,1769816.3589137148 
 02/06  14:00:00,9575214.294879736,3277253.218523652,3277253.218523652,3277253.218523652,6293944.572990601,0.0 
 02/06  15:00:00,11091415.481506236,3272159.2094632606,3272159.2094632606,3272159.2094632606,6072132.61745263,1743107.1512248632 
 02/06  16:00:00,11756159.140271049,3549357.552769049,3549357.552769049,3549357.552769049,6462531.273005504,1737308.3753296598 
 02/06  17:00:00,12747062.111834262,4479188.816479392,4479188.816479392,4479188.816479392,6500472.059917795,1752406.2895392745 
 02/06  18:00:00,13716702.596402746,5624286.233621349,5624286.233621349,5624286.233621349,6294555.781885871,1776974.7633950175 
 02/06  19:00:00,14485350.685006432,6045788.3062472865,6045788.3062472865,6045788.3062472865,6418618.404221232,1804726.6850377556 
 02/06  20:00:00,15095941.939359128,5971945.160957614,5971945.160957614,5971945.160957614,7093481.647417493,1811255.0359039528 
 02/06  21:00:00,15696701.959665589,5899533.255808762,5899533.255808762,5899533.255808762,7781716.379286487,1796192.2294902704 
 02/06  22:00:00,15545423.953994952,5386254.039457358,5386254.039457358,5386254.039457358,8172780.049975489,1774724.6122094933 
 02/06  23:00:00,13734676.044253897,4262786.538241955,4262786.538241955,4262786.538241955,9270667.162409585,0.0 
 02/06  24:00:00,15377835.182031788,3276627.552965166,3276627.552965166,3276627.552965166,10206743.02558742,1701007.4997167774 
 02/07  01:00:00,13900696.136678077,2519341.8750856025,2519341.8750856025,2519341.8750856025,11191110.360522436,0.0 
 02/07  02:00:00,14307182.130135395,2300485.626558334,2300485.626558334,2300485.626558334,11816452.602507021,0.0 
 02/07  03:00:00,14083858.878365083,2226600.0926204654,2226600.0926204654,2226600.0926204654,11667014.884674577,0.0 
 02/07  04:00:00,16099684.866415204,2171740.4070940726,2171740.4070940726,2171740.4070940726,12088041.802948972,1649658.7553021212 
 02/07  05:00:00,14703851.530798506,2335718.210080423,2335718.210080423,2335718.210080423,12173605.14939153,0.0 
 02/07  06:00:00,14312660.66570403,2902111.397117286,2902111.397117286,2902111.397117286,11209059.158093354,0.0 
 02/07  07:00:00,15602704.636046555,3490045.529346395,3490045.529346395,3490045.529346395,10296751.946706977,1800912.2140953832 
 02/07  08:00:00,17210260.77832306,3872409.4070758065,3872409.4070758065,3872409.4070758065,9634023.489488963,3690439.5372066814 
 02/07  09:00:00,14707189.452450056,3436548.288166884,3436548.288166884,3436548.288166884,9405967.788189668,1858782.5044907974 
 02/07  10:00:00,13223405.383745655,3287629.4627914913,3287629.4627914913,3287629.4627914913,8085087.458259234,1846671.9593294468 
 02/07  11:00:00,10005645.121898193,3359522.254572048,3359522.254572048,3359522.254572048,4822634.560603703,1819471.8033569597 
 02/07  12:00:00,8097860.450014502,3405817.7973429887,3405817.7973429887,3405817.7973429887,2897008.2979600467,1791017.8513459843 
 02/07  13:00:00,6277671.046281042,3343416.5845005065,3343416.5845005065,3343416.5845005065,1160422.3865796821,1769815.5718353703 
 02/07  14:00:00,5191061.459173729,3277253.218523652,3277253.218523652,3277253.218523652,154285.71428571438,1755506.0229988794 
 02/07  15:00:00,5173214.70308584,3272159.2094632606,3272159.2094632606,3272159.2094632606,154285.71428571438,1742753.275971383 
 02/07  16:00:00,5447727.300071053,3549357.552769049,3549357.552769049,3549357.552769049,154285.71428571438,1737122.0938494543 
 02/07  17:00:00,4648469.476662908,4479188.816479392,4479188.816479392,4479188.816479392,154285.71428571438,0.0 
 02/07  18:00:00,7576111.680299983,5624286.233621349,5624286.233621349,5624286.233621349,154285.71428571438,1776653.9148924116 
 02/07  19:00:00,9571528.584959893,6045788.3062472865,6045788.3062472865,6045788.3062472865,1505193.106480964,1804329.8827314833 
 02/07  20:00:00,11840511.054430434,5971945.160957614,5971945.160957614,5971945.160957614,3332147.946487155,2317157.8519055964 
 02/07  21:00:00,12950409.60499042,5899533.255808762,5899533.255808762,5899533.255808762,4522523.045767572,2309093.2083340166 
 02/07  22:00:00,11809796.772000417,5386254.039457358,5386254.039457358,5386254.039457358,5440439.412044435,771438.0681460128 
 02/07  23:00:00,12994821.397775067,4262786.538241955,4262786.538241955,4262786.538241955,6792734.074740763,1738078.4411899918 
 02/07  24:00:00,13750261.676273694,3276627.552965166,3276627.552965166,3276627.552965166,8579250.219853846,1700926.7996922578 
 02/08  01:00:00,12576861.933354674,2498479.0097388276,2498479.0097388276,2498479.0097388276,9888139.022545809,0.0 
 02/08  02:00:00,13539200.674438857,2287908.203727021,2287908.203727021,2287908.203727021,11061048.569641799,0.0 
 02/08  03:00:00,14715281.275608638,2218387.455766968,2218387.455766968,2218387.455766968,12306649.918771632,0.0 
 02/08  04:00:00,15627381.834917532,2167160.80380385,2167160.80380385,2167160.80380385,13269977.130043644,0.0 
 02/08  05:00:00,18559402.45948624,2326991.86639299,2326991.86639299,2326991.86639299,14377351.015815847,1660531.4059508499 
