Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING_UNIT1:Zone Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Air Temperature [C](Hourly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/02  13:00:00,1.2416666666666667,22.222446530506886,4.4738633906078205,14876683.065541262,3197289.398662933,3197289.398662933,3197289.398662933,11675377.163512846,0.0 
 02/02  14:00:00,2.341666666666667,22.222380382817224,6.526751441649126,13609445.63122504,3143544.016284607,3143544.016284607,3143544.016284607,8716040.626420245,1745844.4851547068 
 02/02  15:00:00,3.0916666666666663,22.22244927290906,10.359874684339202,10691398.624568578,3152610.4832543777,3152610.4832543777,3152610.4832543777,5799934.6081842845,1734837.029764431 
 02/02  16:00:00,3.9416666666666664,22.222715450002152,11.952412251303384,9256797.15378685,3436226.8211706067,3436226.8211706067,3436226.8211706067,4083986.0269129043,1729622.3665365023 
 02/02  17:00:00,4.75,22.22243900698881,10.570762876356843,7785047.534692591,4368891.063756271,4368891.063756271,4368891.063756271,3401161.5250385194,0.0 
 02/02  18:00:00,4.3583333333333325,22.22226837179481,8.626935854811409,11467194.385267679,5514884.4344747625,5514884.4344747625,5514884.4344747625,4162777.127283409,1768647.0060089976 
 02/02  19:00:00,2.6166666666666667,22.222542531887783,6.776030363355005,13990617.525346655,5936377.747743254,5936377.747743254,5936377.747743254,6042584.426124518,1795438.0619787239 
 02/02  20:00:00,1.9916666666666671,22.222520284357092,6.711539698228755,14620218.6926327,5860851.394397255,5860851.394397255,5860851.394397255,6738200.4650301775,1801906.738125197 
 02/02  21:00:00,0.9166666666666666,22.22251380135935,5.872750970546339,15907318.519241821,5788324.826793473,5788324.826793473,5788324.826793473,8112485.546816988,1787248.0505512916 
 02/02  22:00:00,-1.2833333333333334,22.222275752207626,2.8677639008741687,18342028.954527624,5275040.848512863,5275040.848512863,5275040.848512863,11088606.259768145,1766716.5938940067 
 02/02  23:00:00,-2.841666666666667,22.22251461688951,0.5545031017838524,20829504.27651369,4175767.1653783405,4175767.1653783405,4175767.1653783405,14719796.46603268,1732718.3015003125 
 02/02  24:00:00,-3.008333333333333,22.222465219107466,-0.025324622103031644,20230493.284308035,3228431.3064444675,3228431.3064444675,3228431.3064444675,16808604.874101143,0.0 
 02/03  01:00:00,-2.8000000000000003,22.222418869778938,-0.057811055967216064,22589646.207049027,2498479.0097388276,2498479.0097388276,2498479.0097388276,18234236.497490328,1666686.7987498313 
 02/03  02:00:00,-2.158333333333333,22.223170511469444,0.1421278590496016,21893040.07910076,2287908.203727021,2287908.203727021,2287908.203727021,19414887.974303704,0.0 
 02/03  03:00:00,-1.7,22.223032525485127,0.4419490108560656,22484726.236993592,2218387.455766968,2218387.455766968,2218387.455766968,20076094.880156588,0.0 
 02/03  04:00:00,-1.3500000000000003,22.222997977898462,0.6521672095388532,22567181.12985908,2167160.80380385,2167160.80380385,2167160.80380385,20209776.42498519,0.0 
 02/03  05:00:00,-1.45,22.223035226060762,0.8285024847633187,22385361.27665803,2326991.86639299,2326991.86639299,2326991.86639299,19863841.238938488,0.0 
 02/03  06:00:00,-2.983333333333333,22.222998350737097,0.2979466700998383,24848006.468999572,2888368.680950925,2888368.680950925,2888368.680950925,20053260.818356887,1704886.8591983707 
 02/03  07:00:00,-4.191666666666666,22.223000750990987,-0.40621629482341975,25614382.40709128,3455726.295687276,3455726.295687276,3455726.295687276,20346576.900748484,1797084.2647577182 
 02/03  08:00:00,-4.108333333333333,22.223000290892315,-0.5347771019449588,25356699.71123587,3804342.957438114,3804342.957438114,3804342.957438114,19701832.908745795,1837135.500500348 
 02/03  09:00:00,-1.625,22.222395919586944,1.707807674336619,21961109.85331557,3331560.1762823085,3331560.1762823085,3331560.1762823085,16777955.40393834,1845703.401492212 
 02/03  10:00:00,2.275,22.222371817913796,5.276582105184889,18887711.418939,3145052.4172653225,3145052.4172653225,3145052.4172653225,12999079.182791956,2739563.31551624 
 02/03  11:00:00,5.825,22.222335807896414,8.364297022189618,15957861.347327646,3201316.809840188,3201316.809840188,3201316.809840188,10037654.998169908,2714873.035952068 
 02/03  12:00:00,8.483333333333333,22.222428620682024,10.757661891182641,11600968.650555737,3245056.7517732778,3245056.7517732778,3245056.7517732778,7343600.629569332,1008294.7658476436 
 02/03  13:00:00,10.391666666666667,22.222851239866326,13.163800331278699,8682235.527571417,3197289.398662933,3197289.398662933,3197289.398662933,4719203.923719969,761725.7018230347 
 02/03  14:00:00,12.091666666666667,22.223102686860596,15.205407541418152,7202482.267239638,3143544.016284607,3143544.016284607,3143544.016284607,2308813.640941679,1746108.1066478689 
 02/03  15:00:00,13.091666666666667,22.1875842868068,14.9875985273614,5741076.420573842,3152610.4832543777,3152610.4832543777,3152610.4832543777,849292.9683000515,1735156.4656539296 
 02/03  16:00:00,13.65,22.23973046907206,14.823389822779518,3726724.889107089,3436226.8211706067,3436226.8211706067,3436226.8211706067,283536.12876964617,0.0 
 02/03  17:00:00,13.549999999999999,22.4847731615161,14.543584334584336,6282824.114857802,4368891.063756271,4368891.063756271,4368891.063756271,154285.71428571438,1744652.3909180171 
 02/03  18:00:00,12.016666666666667,22.345230683727625,12.971560970787232,7681397.897718286,5514884.4344747625,5514884.4344747625,5514884.4344747625,377099.7804338202,1768527.865309196 
 02/03  19:00:00,9.816666666666666,22.216333639149294,11.676328049422963,9843467.631029997,5936377.747743254,5936377.747743254,5936377.747743254,1895165.0791683653,1795707.5146182189 
 02/03  20:00:00,7.616666666666668,22.22235071122189,10.073692587075472,11334075.066054352,5860851.394397255,5860851.394397255,5860851.394397255,3452216.2404493624,1801747.3361276654 
 02/03  21:00:00,6.058333333333334,22.22250972833197,8.864519659868265,12442517.092766149,5788324.826793473,5788324.826793473,5788324.826793473,4648111.354928013,1786820.8159645936 
 02/03  22:00:00,5.6000000000000005,22.22249783407412,8.268123888849699,12945416.122809257,5275040.848512863,5275040.848512863,5275040.848512863,5691700.440168573,1767009.581775211 
 02/03  23:00:00,5.6000000000000005,22.22247227495026,7.986874047155759,13335376.065025037,4175767.1653783405,4175767.1653783405,4175767.1653783405,7225903.566827546,1732482.9892167952 
 02/03  24:00:00,5.6000000000000005,22.222444470323865,7.8936444475963325,12132432.80362193,3228431.3064444675,3228431.3064444675,3228431.3064444675,8710544.393415038,0.0 
 02/04  01:00:00,5.25,22.222431601190774,7.365781279756447,12911985.4950171,2498479.0097388276,2498479.0097388276,2498479.0097388276,10223262.584208235,0.0 
 02/04  02:00:00,5.641666666666667,22.222422006333346,7.291986009523659,15114584.091081144,2287908.203727021,2287908.203727021,2287908.203727021,10983292.084018879,1653139.902265205 
 02/04  03:00:00,5.808333333333333,22.22240744382479,7.662126681063586,13395806.435014404,2218387.455766968,2218387.455766968,2218387.455766968,10987175.078177398,0.0 
 02/04  04:00:00,3.966666666666667,22.222309032466587,6.321044600438717,14891905.798138943,2167160.80380385,2167160.80380385,2167160.80380385,12534501.093265057,0.0 
 02/04  05:00:00,3.0916666666666663,22.222415691969147,5.44221422434223,16097445.236417174,2326991.86639299,2326991.86639299,2326991.86639299,13575925.19869763,0.0 
 02/04  06:00:00,3.3000000000000003,22.22240944057282,5.198400605610367,18951761.927955918,2888368.680950925,2888368.680950925,2888368.680950925,14157037.29225938,1704865.844252221 
 02/04  07:00:00,3.65,22.222415908492966,5.145820322431056,19651021.797082454,3455726.295687276,3455726.295687276,3455726.295687276,14383063.559106806,1797236.9963905688 
 02/04  08:00:00,3.5500000000000003,22.222426270718376,5.155185913955488,19365905.450512417,3804342.957438114,3804342.957438114,3804342.957438114,13711247.182004534,1836926.9665181611 
 02/04  09:00:00,3.3000000000000003,22.222422142784993,5.633392551001857,18318464.838399947,3331560.1762823085,3331560.1762823085,3331560.1762823085,13135124.486533092,1845889.3039818415 
 02/04  10:00:00,3.3000000000000003,22.22241616711409,6.232843208994802,17480444.59013159,3145052.4172653225,3145052.4172653225,3145052.4172653225,12499758.804311704,1831616.865189079 
 02/04  11:00:00,3.65,22.222417365250596,7.159871885373214,17009258.346007347,3201316.809840188,3201316.809840188,3201316.809840188,11180159.898911698,2623765.133889982 
 02/04  12:00:00,4.191666666666666,22.222420297683414,7.44747936394299,14927181.21473796,3245056.7517732778,3245056.7517732778,3245056.7517732778,10706061.858130466,972046.1014687334 
 02/04  13:00:00,4.75,22.22243932980274,7.18651134081309,15471261.98542469,3197289.398662933,3197289.398662933,3197289.398662933,10510824.266349243,1759131.8170470314 
 02/04  14:00:00,5.0,22.22245194329398,7.381022815038843,14469047.855003199,3143544.016284607,3143544.016284607,3143544.016284607,9575515.092220532,1745972.2431325763 
 02/04  15:00:00,5.0,22.22245720601586,7.479374289375836,13857818.717994757,3152610.4832543777,3152610.4832543777,3152610.4832543777,8966456.549607733,1734735.181767161 
 02/04  16:00:00,5.0,22.222463377556707,7.306601027547868,12396309.001679592,3436226.8211706067,3436226.8211706067,3436226.8211706067,8953120.241342148,0.0 
 02/04  17:00:00,5.0,22.2224622042911,7.476267437503914,14791566.612990197,4368891.063756271,4368891.063756271,4368891.063756271,8663216.417456716,1744464.1858794047 
 02/04  18:00:00,5.0,22.222466543091873,7.469967024748006,15433020.369890437,5514884.4344747625,5514884.4344747625,5514884.4344747625,8128351.0538143385,1768899.0641008273 
 02/04  19:00:00,4.650000000000001,22.222467832933557,7.210513868507281,16178146.66037545,5936377.747743254,5936377.747743254,5936377.747743254,8229961.135650925,1795590.487481108 
 02/04  20:00:00,4.3999999999999995,22.222468367129746,7.025573257658704,16457169.537817802,5860851.394397255,5860851.394397255,5860851.394397255,8575161.371837456,1801896.6765030238 
 02/04  21:00:00,4.108333333333333,22.22245917850437,7.118489109704775,16547477.428733103,5788324.826793473,5788324.826793473,5788324.826793473,8752670.197199678,1787222.3096598827 
 02/04  22:00:00,3.899999999999999,22.222446469855075,7.157049982552404,16375745.32973839,5275040.848512863,5275040.848512863,5275040.848512863,9122160.366175469,1766878.8626974467 
 02/04  23:00:00,3.5500000000000003,22.22242853840608,7.042846782155678,16308125.447829565,4175767.1653783405,4175767.1653783405,4175767.1653783405,10198322.322298992,1732813.6165498744 
 02/04  24:00:00,3.008333333333333,22.22241382907264,6.645035195986026,14982585.593095098,3228431.3064444675,3228431.3064444675,3228431.3064444675,11560697.182888206,0.0 
 02/05  01:00:00,2.8000000000000003,22.22241064772436,6.054517280286241,15416720.836060755,2498479.0097388276,2498479.0097388276,2498479.0097388276,12727997.925251892,0.0 
 02/05  02:00:00,2.4499999999999997,22.222404844220463,5.739479181209447,17542178.113141954,2287908.203727021,2287908.203727021,2287908.203727021,13410722.178901,1653303.829443896 
 02/05  03:00:00,2.1999999999999997,22.22240729411219,5.253208030802705,16259126.12964696,2218387.455766968,2218387.455766968,2218387.455766968,13850494.772809956,0.0 
 02/05  04:00:00,2.1999999999999997,22.22258592672721,6.773550843107642,15769770.21707924,2167160.80380385,2167160.80380385,2167160.80380385,13412365.512205353,0.0 
