Chamber.SetPoint,PCS,Baseline,Time,Power,Cycle
16,HeatedBlanket,FALSE,1/1/00 0:00:00,51.7,1
16,HeatedBlanket,FALSE,1/1/00 0:00:05,59.3,1
16,HeatedBlanket,FALSE,1/1/00 0:00:10,49.9,1
16,HeatedBlanket,FALSE,1/1/00 0:00:15,69.9,1
16,HeatedBlanket,FALSE,1/1/00 0:00:20,59.8,1
16,HeatedBlanket,FALSE,1/1/00 0:00:25,59.9,1
16,HeatedBlanket,FALSE,1/1/00 0:00:30,2,1
16,HeatedBlanket,FALSE,1/1/00 0:00:35,24,1
16,HeatedBlanket,FALSE,1/1/00 0:00:40,15.3,1
16,HeatedBlanket,FALSE,1/1/00 0:00:45,60,1
16,HeatedBlanket,FALSE,1/1/00 0:00:50,17.2,1
16,HeatedBlanket,FALSE,1/1/00 0:00:55,18,1
16,HeatedBlanket,FALSE,1/1/00 0:01:00,78.4,1
16,HeatedBlanket,FALSE,1/1/00 0:01:05,79,1
16,HeatedBlanket,FALSE,1/1/00 0:01:10,60.1,1
16,HeatedBlanket,FALSE,1/1/00 0:01:15,80.7,1
16,HeatedBlanket,FALSE,1/1/00 0:01:20,38.1,1
16,HeatedBlanket,FALSE,1/1/00 0:01:25,81.9,1
16,HeatedBlanket,FALSE,1/1/00 0:01:30,59.6,1
16,HeatedBlanket,FALSE,1/1/00 0:01:35,83.1,1
16,HeatedBlanket,FALSE,1/1/00 0:01:40,0,1
16,HeatedBlanket,FALSE,1/1/00 0:01:45,25.5,1
16,HeatedBlanket,FALSE,1/1/00 0:01:50,26,1
16,HeatedBlanket,FALSE,1/1/00 0:01:55,27,1
16,HeatedBlanket,FALSE,1/1/00 0:02:00,27.7,1
16,HeatedBlanket,FALSE,1/1/00 0:02:05,28.1,1
16,HeatedBlanket,FALSE,1/1/00 0:02:10,29.1,1
16,HeatedBlanket,FALSE,1/1/00 0:02:15,30,1
16,HeatedBlanket,FALSE,1/1/00 0:02:20,0,1
16,HeatedBlanket,FALSE,1/1/00 0:02:25,31,1
16,HeatedBlanket,FALSE,1/1/00 0:02:30,87.7,1
16,HeatedBlanket,FALSE,1/1/00 0:02:35,59.9,1
16,HeatedBlanket,FALSE,1/1/00 0:02:40,86.7,1
16,HeatedBlanket,FALSE,1/1/00 0:02:45,59.9,1
16,HeatedBlanket,FALSE,1/1/00 0:02:50,85.7,1
16,HeatedBlanket,FALSE,1/1/00 0:02:55,25.2,1
16,HeatedBlanket,FALSE,1/1/00 0:03:00,84.5,1
16,HeatedBlanket,FALSE,1/1/00 0:03:05,24.2,1
16,HeatedBlanket,FALSE,1/1/00 0:03:10,83,1
16,HeatedBlanket,FALSE,1/1/00 0:03:15,22.9,1
16,HeatedBlanket,FALSE,1/1/00 0:03:20,82.1,1
16,HeatedBlanket,FALSE,1/1/00 0:03:25,0,1
16,HeatedBlanket,FALSE,1/1/00 0:03:30,38.6,1
16,HeatedBlanket,FALSE,1/1/00 0:03:35,0,1
16,HeatedBlanket,FALSE,1/1/00 0:03:40,40.1,1
16,HeatedBlanket,FALSE,1/1/00 0:03:45,19.2,1
16,HeatedBlanket,FALSE,1/1/00 0:03:50,78.2,1
16,HeatedBlanket,FALSE,1/1/00 0:03:55,0,1
16,HeatedBlanket,FALSE,1/1/00 0:04:00,43.1,1
16,HeatedBlanket,FALSE,1/1/00 0:04:05,0,1
16,HeatedBlanket,FALSE,1/1/00 0:04:10,44.9,1
16,HeatedBlanket,FALSE,1/1/00 0:04:15,2,1
16,HeatedBlanket,FALSE,1/1/00 0:04:20,46.3,1
16,HeatedBlanket,FALSE,1/1/00 0:04:25,2,1
16,HeatedBlanket,FALSE,1/1/00 0:04:30,47.8,1
